ACSSF,2011m5,dc,000,0003,0000189,44,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,44,95,95,95,95,95,95,95,95,95,44,95,95,95,95,544,299,77,65,52,97,40,107,48,94,140,93,130,105,59,28,358,182,53,21,78,18,95,117,100,136,156,139,90,43,50,250,206,95,95,99,95,95,95,95,35,99,95,43,95,10,95,79,95,95,95,95,95,95,30,70,95,8,95,27,95,95,3.8,5.4,4.0,6.1,6.6,7.0,40.6,.,.,24.4,44.1,0.3,1.8,0.4,10.9,.,.,.,2.9,4.3,.,.,.,.,6.2,6.2,8.8,6.0,10.4,7.7,631
ACSSF,2011m5,dc,000,0003,0000190,34,18,95,95,95,95,95,18,95,95,95,95,95,95,95,95,29,95,95,95,95,29,95,95,95,95,95,95,95,95,95,769,513,95,95,95,95,498,229,95,95,95,95,95,95,95,95,414,95,95,95,29,414,180,22,95,95,95,95,95,95,95,155,61,95,95,95,95,48,22,95,95,95,95,95,95,95,95,150,95,95,95,95,46,49,95,95,95,133,95,95,95,95,0.2,0.3,0.3,0.2,0.3,0.2,0.5,0.7,0.6,.,.,.,0.3,0.9,0.5,.,.,.,13.6,.,.,1.2,.,0.8,0.2,0.3,0.2,20.2,0.8,56.2,764
ACSSF,2011m5,dc,000,0003,0000191,98,31,12,95,25,95,95,95,2,95,95,95,14,95,95,95,86,95,95,95,25,67,32,95,95,21,95,36,95,95,95,590,285,58,20,39,40,48,194,196,74,84,74,58,70,51,24,431,67,39,26,29,211,428,126,68,60,92,63,56,30,31,63,38,95,95,95,95,10,21,14,23,95,95,95,12,95,95,41,95,23,95,95,95,19,95,22,95,22,95,16,95,95,2.0,4.5,4.7,2.5,5.0,5.1,5.3,21.3,2.1,.,.,.,9.8,26.1,7.9,.,.,.,.,.,.,24.1,38.3,31.0,2.4,5.5,5.4,10.8,8.2,18.1,617
ACSSF,2011m5,dc,000,0003,0000192,44,36,23,95,95,95,95,95,95,95,95,28,95,95,95,95,25,95,95,95,95,95,95,25,95,95,95,95,95,95,95,547,463,51,59,21,73,24,229,331,105,140,98,70,71,51,95,305,96,37,99,55,95,206,140,111,108,117,82,55,33,47,208,93,55,21,95,23,95,95,95,95,20,21,95,50,95,95,134,95,24,95,95,28,95,52,68,23,34,82,34,95,95,2.6,3.8,1.6,2.8,3.9,3.0,11.4,39.2,11.8,14.6,15.5,80.4,11.7,7.5,4.2,.,.,.,2.9,0.2,20.2,39.5,101.7,.,3.0,3.8,3.7,11.0,25.4,19.8,588
ACSSF,2011m5,dc,000,0003,0000193,15,14,95,95,95,95,95,95,95,95,95,95,95,95,14,95,6,95,95,95,95,95,95,95,6,95,95,95,95,95,95,210,165,95,38,19,95,29,5,130,9,40,40,38,29,37,95,96,38,16,21,13,19,12,11,15,35,42,51,30,16,16,130,62,95,95,12,95,95,95,95,24,50,95,95,23,95,95,91,95,25,22,29,95,95,95,95,27,95,28,17,95,95,4.4,5.0,7.8,5.0,4.7,7.8,9.7,16.9,11.3,.,.,.,0.7,.,0.5,.,.,.,.,.,.,68.5,.,.,7.4,6.8,6.6,4.7,5.4,46.2,185
ACSSF,2011m5,dc,000,0003,0000194,83,75,95,95,95,95,95,68,95,31,95,95,95,95,95,95,47,95,21,26,95,95,95,95,95,95,95,21,95,95,95,275,165,95,95,95,95,17,125,104,124,62,53,50,44,36,95,275,95,29,95,95,139,230,117,98,100,46,40,42,40,25,227,123,53,95,95,95,95,95,56,31,46,95,24,95,95,95,117,47,35,95,95,95,5,95,95,46,95,21,95,95,95,1.4,3.2,2.0,1.5,2.6,1.9,34.6,50.3,31.0,.,.,.,12.2,.,12.2,.,.,.,.,.,.,7.7,7.3,34.2,1.7,1.9,1.9,14.2,8.3,23.2,300
ACSSF,2011m5,dc,000,0003,0000195,71,61,16,95,95,95,95,42,95,95,95,31,28,95,95,95,28,95,95,95,95,95,21,95,18,95,95,95,95,95,95,205,119,44,40,29,19,95,40,46,68,47,77,63,39,42,20,188,33,46,23,20,95,55,84,143,50,70,63,43,31,17,109,85,95,20,95,95,95,32,37,95,30,21,22,95,95,95,49,95,95,95,95,95,95,20,17,95,14,33,95,14,95,2.9,4.5,4.0,5.6,3.9,4.2,13.7,43.4,5.0,.,.,.,5.4,4.1,11.4,.,.,.,3.6,4.2,5.2,25.5,45.3,20.9,5.6,4.0,3.1,16.2,11.9,11.3,200
ACSSF,2011m5,dc,000,0003,0000196,81,70,18,95,95,95,95,95,95,58,28,95,95,95,95,95,35,19,95,95,95,95,29,18,95,95,95,95,95,95,95,411,231,60,58,54,50,24,85,59,60,82,72,74,74,49,34,265,29,23,51,40,19,54,89,108,76,77,89,89,52,93,127,75,95,20,95,95,95,95,95,95,18,63,95,7,95,95,97,95,95,23,95,95,71,51,22,95,95,95,22,6,95,3.7,4.1,5.5,3.1,4.4,5.2,22.4,37.8,14.5,.,.,.,33.6,11.1,10.7,.,.,.,1.3,.,.,7.1,4.4,23.3,3.4,4.3,4.6,6.8,15.8,4.7,629
ACSSF,2011m5,dc,000,0003,0000197,208,131,15,30,30,30,95,95,95,36,95,95,39,95,95,95,84,23,95,32,95,95,27,95,34,31,95,95,95,95,95,300,208,24,95,95,18,95,54,86,128,80,79,60,95,70,26,223,29,95,95,18,22,86,165,80,116,49,108,72,122,38,138,95,95,95,95,95,95,95,30,26,95,73,39,15,95,95,88,95,95,95,95,95,95,95,48,39,19,18,32,95,95,4.3,5.1,4.8,4.5,2.5,7.6,7.7,46.9,6.0,.,.,.,16.0,24.0,25.1,.,.,.,.,.,.,18.1,17.3,16.8,4.5,5.9,11.2,18.8,5.5,8.5,364
ACSSF,2011m5,dc,000,0003,0000198,52,41,95,95,95,95,95,95,95,95,41,95,95,95,95,95,34,95,95,95,95,95,95,27,95,22,95,95,95,95,95,386,213,22,95,95,95,95,123,132,114,31,66,63,41,81,19,281,32,95,31,95,95,145,200,72,102,57,69,42,34,27,253,155,95,95,95,95,95,95,104,29,112,24,95,95,95,95,148,95,95,95,95,95,101,108,72,34,95,95,19,17,95,3.3,3.7,4.1,0.9,1.7,1.7,46.2,.,16.3,.,.,.,13.2,.,6.3,.,.,.,5.6,44.6,6.0,10.1,.,25.5,1.5,1.8,3.5,4.8,14.1,4.2,314
