ACSSF,2011m5,dc,000,0056,0000189,223,86,79,95,95,95,101,37,9,65,74,101,104,109,67,114,155,225,67,79,95,95,95,29,37,9,65,55,95,87,95,67,115,152,17,95,95,95,95,95,95,95,95,95,95,95,95,95,95,17,95,53,49,95,95,95,95,95,95,95,95,95,95,95,95,95,95,23,70,95,95,95,95,95,95,95,95,95,95,41,49,42,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,94,95,95,95,95,95,94,95,95,95,95,95,95,95,95,95,95,44,95,95,95,95,95,95,95,95,95,44,95,95,95,95,95,95,223,67,79,95,95,95,95,37,9,65,34,95,87,95,67,109,150,119,95,95,95,95,95,101,95,95,95,36,95,95,95,95,42,29,25451,29961,.,.,30572,.,.,.,39826,106622,25451,31322,56145,.,.,.,.,.,93668273,93382633,,,6308762,.,,,89089915,26482877
ACSSF,2011m5,dc,000,0056,0000190,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ACSSF,2011m5,dc,000,0056,0000191,103,88,21,12,19,51,41,95,28,55,30,81,63,86,71,81,90,107,86,21,12,19,49,41,95,17,55,30,81,61,86,71,81,93,21,16,95,95,95,95,95,95,95,95,95,95,14,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,32,16,95,95,95,95,95,95,21,95,95,95,95,95,95,95,18,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,19,95,95,95,95,14,95,95,95,95,95,95,95,14,95,95,95,106,86,21,12,19,49,41,95,17,55,30,81,61,86,71,81,90,43,95,95,95,95,95,95,95,95,95,95,21,95,95,12,22,33,24431,22373,.,.,254561,.,.,167141,24293,81993,24431,17690,62558,49582,42798,303572,.,.,53508638,54189848,,.,6440653,.,.,,53632676,8905490
ACSSF,2011m5,dc,000,0056,0000192,181,63,25,109,39,41,72,49,97,62,104,72,85,119,87,128,141,167,63,25,80,31,34,72,32,97,62,92,71,79,111,78,123,137,84,95,95,78,95,22,95,25,95,95,95,95,95,95,95,95,95,26,95,95,95,95,95,95,95,95,95,95,95,95,26,95,95,95,85,95,95,95,19,95,95,31,95,95,26,37,33,35,35,27,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,33,95,95,95,95,95,95,95,95,95,27,95,95,95,95,95,19,37,95,95,95,95,95,95,95,95,95,25,95,95,95,95,28,95,178,63,25,62,31,34,72,32,97,62,87,67,79,111,78,115,136,78,95,95,50,95,22,95,25,95,95,39,22,95,95,95,32,26,20378,20576,17005,.,20881,.,393859,218584,20435,20215,20378,4134,30016,52113,58394,290700,.,.,54440241,53281507,1625961,,8992967,.,,,52849843,12918415
ACSSF,2011m5,dc,000,0056,0000193,59,23,11,6,6,16,11,50,5,9,42,39,95,30,26,42,67,60,13,11,6,6,16,9,14,5,9,42,39,95,24,26,38,67,14,14,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,47,11,95,95,95,95,95,48,95,95,95,95,95,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,95,95,95,95,95,6,95,95,95,95,95,95,95,95,14,95,71,13,11,6,6,16,9,14,5,9,42,31,95,15,24,38,69,34,95,95,95,95,95,95,95,95,95,95,24,95,19,12,95,16,72799,73303,.,.,27141,.,.,238842,72850,125974,72799,25419,78879,.,97577,.,.,.,23758342,24018410,,.,2555100,.,.,,25862480,11973573
ACSSF,2011m5,dc,000,0056,0000194,99,80,31,53,39,67,27,44,47,36,87,105,133,128,83,66,78,120,73,31,53,39,67,27,44,45,36,87,104,129,123,83,55,78,18,95,95,95,95,95,95,95,95,95,95,95,95,95,95,18,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,67,32,95,95,95,95,95,95,95,95,95,15,26,28,95,40,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,38,95,95,95,95,95,95,95,31,95,95,95,95,21,95,95,95,140,73,31,31,39,67,27,44,45,36,87,104,129,118,85,55,78,79,95,95,44,95,95,95,95,31,95,95,95,95,32,37,28,95,9588,9039,.,.,67237,.,.,124296,9289,79806,9588,13679,29518,39544,118386,.,.,.,41027127,42331866,,.,8412443,.,.,,41774123,8371292
ACSSF,2011m5,dc,000,0056,0000195,81,21,95,37,17,17,66,57,60,42,54,72,71,69,54,104,80,115,21,95,37,17,19,39,54,43,42,53,68,53,73,49,104,76,51,95,95,95,95,15,95,18,95,95,14,21,20,95,21,95,26,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,79,95,95,95,95,95,55,95,95,95,95,95,53,95,95,95,34,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,56,95,95,95,95,95,95,95,40,95,95,95,31,21,95,95,18,101,21,95,37,17,19,39,54,38,42,53,64,46,73,49,104,73,48,95,95,95,95,95,95,95,20,95,95,23,26,95,95,95,25,20401,21022,69642,.,197458,.,.,86394,18046,42598,20401,16077,28422,.,.,.,.,.,44861041,41098126,20932784,.,17669227,.,.,10252193,40080574,7580835
ACSSF,2011m5,dc,000,0056,0000196,117,95,35,33,23,95,16,24,72,69,75,91,88,85,66,74,81,152,66,25,25,23,95,16,24,72,27,75,91,81,81,57,74,90,67,63,95,22,95,95,95,95,95,95,95,95,21,95,95,95,36,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,86,95,24,95,95,95,95,95,95,64,95,95,40,20,29,95,17,12,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,12,24,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,24,62,95,95,95,95,95,95,95,95,95,95,95,58,95,95,95,19,144,58,25,95,23,95,16,24,72,27,75,86,81,71,57,74,90,80,71,95,33,95,95,95,95,95,95,95,24,95,39,95,95,95,17880,12344,200312,.,69839,.,.,137247,19422,48122,17880,6694,27821,150387,.,.,.,.,54174044,58703426,15808252,.,8308388,,,,58668640,4336672
ACSSF,2011m5,dc,000,0056,0000197,163,50,31,39,44,43,100,88,116,63,99,103,178,99,124,88,120,182,50,15,39,95,37,83,89,108,52,61,98,164,105,115,81,113,83,95,95,95,95,20,95,23,36,31,28,41,26,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,122,95,27,95,44,95,40,95,9,27,39,95,95,24,47,52,34,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,68,95,95,95,95,95,95,95,95,95,68,95,95,95,95,95,95,54,95,95,95,95,95,27,95,95,95,25,95,31,26,95,95,95,196,50,15,39,95,37,73,89,108,51,57,98,161,105,86,81,113,103,95,95,95,95,95,38,95,95,13,35,95,39,26,81,95,95,7196,14238,8166,.,130848,.,.,40654,13600,58733,7196,12286,9400,184297,.,.,.,.,57527311,59999565,4502299,.,17489723,.,,4269482,62656961,12443030
ACSSF,2011m5,dc,000,0056,0000198,120,93,36,66,55,36,48,36,38,122,114,149,122,172,93,152,44,175,88,23,66,55,26,48,36,38,120,114,144,116,169,40,77,44,86,17,95,95,95,24,95,95,95,95,95,95,95,95,85,95,95,58,95,95,95,95,95,95,95,95,95,95,95,95,95,95,58,95,119,95,28,95,95,95,95,95,95,95,95,21,35,22,95,110,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,74,95,95,95,95,95,95,95,95,95,95,72,95,24,95,95,95,52,27,95,95,95,95,95,95,95,22,95,41,95,95,95,95,95,197,83,23,66,55,26,48,28,38,120,106,138,116,94,40,77,44,172,29,95,95,95,95,95,24,95,95,41,81,95,149,95,95,95,8722,6957,189871,.,14402,.,47448,57045,5000,70155,8722,9221,7235,95208,153679,.,.,.,24575488,18971314,12000380,,16846045,.,,2728773,19039845,16718577
