ACSSF,2011e5,dc,000,0056,0000189,2410,125,82,0,0,0,77,34,5,102,81,229,164,217,141,264,889,2160,94,82,0,0,0,17,34,5,102,54,202,121,182,141,253,873,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,105,0,0,0,0,0,0,0,0,0,0,27,43,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2064,94,82,0,0,0,0,34,5,102,32,202,121,182,141,214,855,156,0,0,0,0,0,77,0,0,0,22,0,0,0,0,39,18,136842,155530,.,2499,83250,.,.,.,158333,55139,136842,69835,188594,250001,250001,250001,.,250001,600668200,582038600,,,9538600,.,,,558105600,25876100
ACSSF,2011e5,dc,000,0056,0000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ACSSF,2011e5,dc,000,0056,0000191,1777,157,19,8,16,49,60,0,24,39,27,132,110,192,151,272,521,1707,138,19,8,16,41,60,0,10,39,27,132,101,183,151,272,510,18,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,1645,138,19,8,16,41,60,0,10,39,27,119,101,183,144,258,482,62,0,0,0,0,0,0,0,0,0,0,13,0,0,7,14,28,135893,139531,2499,.,41339,.,.,102639,137656,181964,135893,110188,150500,202981,177652,195417,.,250001,345513400,339184000,,.,4404900,.,.,,327675500,11508400
ACSSF,2011e5,dc,000,0056,0000192,2487,93,15,133,37,41,66,63,110,79,207,151,253,217,128,396,498,2164,93,15,84,26,28,66,27,110,79,157,120,225,180,107,360,487,79,0,0,49,0,13,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,165,0,0,0,11,0,0,19,0,0,17,31,28,20,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,2060,93,15,50,26,28,66,27,110,79,140,105,225,180,107,333,476,163,0,0,34,0,13,0,17,0,0,35,15,0,0,0,27,22,99063,105669,17015,.,75865,.,54514,170208,106162,52569,99063,52725,139453,157679,222813,52321,250001,.,344596100,317323600,1737000,,14590500,.,,,304180900,19036600
ACSSF,2011e5,dc,000,0056,0000193,597,23,7,4,4,10,8,44,3,5,59,50,0,33,34,56,257,525,8,7,4,4,10,4,9,3,5,59,50,0,23,34,48,257,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,467,8,7,4,4,10,4,9,3,5,59,30,0,11,26,48,239,58,0,0,0,0,0,0,0,0,0,0,20,0,12,8,0,18,182578,189236,.,.,38893,.,.,190625,216375,106875,182578,52500,189097,250001,212500,250001,250001,.,126238500,122064200,,.,2483100,.,.,,105670400,16393800
ACSSF,2011e5,dc,000,0056,0000194,2008,123,19,55,41,69,17,60,68,40,124,183,373,322,220,152,142,1865,102,19,55,41,69,17,60,48,40,124,175,358,291,220,104,142,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21,0,0,0,0,0,0,0,0,0,8,15,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,1776,102,19,28,41,69,17,60,48,40,124,175,358,276,197,80,142,122,0,0,27,0,0,0,0,20,0,0,0,0,28,23,24,0,89191,87537,.,.,103264,.,.,44563,86926,107333,89191,84063,115735,36250,141467,.,.,.,220053600,205458500,,.,10451700,.,.,,195488300,12389500
ACSSF,2011e5,dc,000,0056,0000195,1730,18,0,36,10,21,83,81,96,52,84,149,172,156,106,276,390,1451,18,0,36,10,12,49,70,62,52,75,135,106,142,89,276,319,96,0,0,0,0,9,0,11,0,0,9,14,13,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,34,0,0,0,0,0,34,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,34,0,0,0,19,14,0,0,13,1377,18,0,36,10,12,49,70,49,52,75,108,84,142,89,276,307,85,0,0,0,0,0,0,0,13,0,0,27,22,0,0,0,23,104375,118450,80962,.,81287,.,.,90789,121397,90694,104375,58355,133194,250001,250001,.,.,.,313352500,259430900,20892400,.,21685700,.,.,11343500,251132500,10500400
ACSSF,2011e5,dc,000,0056,0000196,2041,139,32,30,15,0,10,15,68,93,89,141,269,208,122,171,639,1720,97,16,16,15,0,10,15,68,24,89,141,192,195,104,171,567,101,42,0,14,0,0,0,0,0,0,0,0,13,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,16,0,0,0,0,0,0,69,0,0,25,13,18,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,11,1638,78,16,0,15,0,10,15,68,24,89,127,192,162,104,171,567,138,61,0,30,0,0,0,0,0,0,0,14,0,33,0,0,0,113922,123333,16518,.,48393,.,250001,76603,128462,15667,113922,75714,148700,165125,250001,250001,250001,.,416414000,377702200,15238500,.,12657600,,,,373006200,5177000
ACSSF,2011e5,dc,000,0056,0000197,3000,75,26,36,24,46,172,134,221,112,233,263,531,246,299,182,400,2492,75,9,36,0,35,125,119,186,78,125,237,481,215,248,144,379,137,0,0,0,0,11,0,15,32,19,17,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,17,0,24,0,31,0,3,15,34,0,0,15,51,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,81,0,0,0,0,0,16,0,0,0,16,0,33,16,0,0,0,2324,75,9,36,0,35,101,119,186,70,95,237,446,215,177,144,379,184,0,0,0,0,0,24,0,0,8,30,0,35,16,71,0,0,81039,84323,48882,.,107583,.,.,88144,83177,94265,81039,76741,98325,59531,250001,.,.,.,375559000,331181000,7033100,.,28887500,.,,6070200,314892500,17912600
ACSSF,2011e5,dc,000,0056,0000198,2394,176,37,74,64,31,52,45,52,175,218,421,228,383,91,292,55,1955,146,20,74,64,16,52,45,52,163,218,340,207,355,41,107,55,77,12,0,0,0,15,0,0,0,0,0,0,0,0,50,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,212,0,17,0,0,0,0,0,0,0,0,12,21,13,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,45,0,15,0,0,0,54,18,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,1713,128,20,74,64,16,52,24,52,163,190,305,207,215,41,107,55,302,18,0,0,0,0,0,21,0,0,28,80,0,155,0,0,0,66352,62168,140575,.,153221,.,64167,49375,61403,100667,66352,56458,106017,141625,14844,.,.,.,191146100,144059000,7446400,,27049500,.,,2181600,124176200,24248800
