ACSSF,2011e5,dc,000,0001,0000189,266,153
ACSSF,2011e5,dc,000,0001,0000190,415,0
ACSSF,2011e5,dc,000,0001,0000191,417,154
ACSSF,2011e5,dc,000,0001,0000192,311,159
ACSSF,2011e5,dc,000,0001,0000193,137,67
ACSSF,2011e5,dc,000,0001,0000194,216,123
ACSSF,2011e5,dc,000,0001,0000195,274,150
ACSSF,2011e5,dc,000,0001,0000196,366,145
ACSSF,2011e5,dc,000,0001,0000197,250,183
ACSSF,2011e5,dc,000,0001,0000198,170,127
ACSSF,2011e5,dc,000,0001,0000199,427,202
ACSSF,2011e5,dc,000,0001,0000200,226,115
ACSSF,2011e5,dc,000,0001,0000201,698,140
ACSSF,2011e5,dc,000,0001,0000202,223,87
ACSSF,2011e5,dc,000,0001,0000203,512,174
ACSSF,2011e5,dc,000,0001,0000204,158,109
ACSSF,2011e5,dc,000,0001,0000205,328,149
ACSSF,2011e5,dc,000,0001,0000206,286,151
ACSSF,2011e5,dc,000,0001,0000207,261,119
ACSSF,2011e5,dc,000,0001,0000208,408,301
ACSSF,2011e5,dc,000,0001,0000209,297,127
ACSSF,2011e5,dc,000,0001,0000210,277,124
ACSSF,2011e5,dc,000,0001,0000211,430,149
ACSSF,2011e5,dc,000,0001,0000212,330,145
ACSSF,2011e5,dc,000,0001,0000213,203,100
ACSSF,2011e5,dc,000,0001,0000214,224,123
ACSSF,2011e5,dc,000,0001,0000215,275,126
ACSSF,2011e5,dc,000,0001,0000216,263,117
ACSSF,2011e5,dc,000,0001,0000217,178,77
ACSSF,2011e5,dc,000,0001,0000218,192,83
ACSSF,2011e5,dc,000,0001,0000219,233,93
ACSSF,2011e5,dc,000,0001,0000220,362,153
ACSSF,2011e5,dc,000,0001,0000221,296,140
ACSSF,2011e5,dc,000,0001,0000222,215,84
ACSSF,2011e5,dc,000,0001,0000223,186,94
ACSSF,2011e5,dc,000,0001,0000224,238,101
ACSSF,2011e5,dc,000,0001,0000225,135,54
ACSSF,2011e5,dc,000,0001,0000226,270,105
ACSSF,2011e5,dc,000,0001,0000227,157,72
ACSSF,2011e5,dc,000,0001,0000228,282,136
ACSSF,2011e5,dc,000,0001,0000229,217,94
ACSSF,2011e5,dc,000,0001,0000230,286,145
ACSSF,2011e5,dc,000,0001,0000231,316,141
ACSSF,2011e5,dc,000,0001,0000232,214,106
ACSSF,2011e5,dc,000,0001,0000233,296,156
ACSSF,2011e5,dc,000,0001,0000234,294,133
ACSSF,2011e5,dc,000,0001,0000235,268,118
ACSSF,2011e5,dc,000,0001,0000236,195,82
ACSSF,2011e5,dc,000,0001,0000237,296,125
ACSSF,2011e5,dc,000,0001,0000238,202,100
ACSSF,2011e5,dc,000,0001,0000239,212,96
ACSSF,2011e5,dc,000,0001,0000240,414,85
ACSSF,2011e5,dc,000,0001,0000241,185,83
ACSSF,2011e5,dc,000,0001,0000242,253,128
ACSSF,2011e5,dc,000,0001,0000243,258,123
ACSSF,2011e5,dc,000,0001,0000244,235,146
ACSSF,2011e5,dc,000,0001,0000245,227,150
ACSSF,2011e5,dc,000,0001,0000246,207,133
ACSSF,2011e5,dc,000,0001,0000247,222,155
ACSSF,2011e5,dc,000,0001,0000248,232,134
ACSSF,2011e5,dc,000,0001,0000249,216,140
ACSSF,2011e5,dc,000,0001,0000250,223,151
ACSSF,2011e5,dc,000,0001,0000251,151,104
ACSSF,2011e5,dc,000,0001,0000252,250,136
ACSSF,2011e5,dc,000,0001,0000253,162,90
ACSSF,2011e5,dc,000,0001,0000254,148,86
ACSSF,2011e5,dc,000,0001,0000255,96,45
ACSSF,2011e5,dc,000,0001,0000256,136,85
ACSSF,2011e5,dc,000,0001,0000257,181,95
ACSSF,2011e5,dc,000,0001,0000258,138,63
ACSSF,2011e5,dc,000,0001,0000259,215,121
ACSSF,2011e5,dc,000,0001,0000260,97,50
ACSSF,2011e5,dc,000,0001,0000261,264,174
ACSSF,2011e5,dc,000,0001,0000262,313,239
ACSSF,2011e5,dc,000,0001,0000263,287,204
ACSSF,2011e5,dc,000,0001,0000264,368,236
ACSSF,2011e5,dc,000,0001,0000265,313,197
ACSSF,2011e5,dc,000,0001,0000266,244,178
ACSSF,2011e5,dc,000,0001,0000267,346,133
ACSSF,2011e5,dc,000,0001,0000268,0,0
ACSSF,2011e5,dc,000,0001,0000269,100,70
ACSSF,2011e5,dc,000,0001,0000270,212,123
ACSSF,2011e5,dc,000,0001,0000271,176,97
ACSSF,2011e5,dc,000,0001,0000272,339,167
ACSSF,2011e5,dc,000,0001,0000273,188,92
ACSSF,2011e5,dc,000,0001,0000274,190,87
ACSSF,2011e5,dc,000,0001,0000275,324,1
ACSSF,2011e5,dc,000,0001,0000276,167,86
ACSSF,2011e5,dc,000,0001,0000277,239,97
ACSSF,2011e5,dc,000,0001,0000278,211,96
ACSSF,2011e5,dc,000,0001,0000279,135,94
ACSSF,2011e5,dc,000,0001,0000280,301,77
ACSSF,2011e5,dc,000,0001,0000281,243,94
ACSSF,2011e5,dc,000,0001,0000282,151,72
ACSSF,2011e5,dc,000,0001,0000283,182,72
ACSSF,2011e5,dc,000,0001,0000284,210,94
ACSSF,2011e5,dc,000,0001,0000285,196,71
ACSSF,2011e5,dc,000,0001,0000286,166,83
