ACSSF,2012e5,dc,000,0064,0000188,1121,1044,393,0,0,0,0,0,0,0,0,0,0,0,40,0,15,10,328,651,0,17,13,0,0,0,0,27,0,14,38,0,72,0,87,383,77,50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1332,95,58,0,14,0,0,15,12,81,118,152,190,136,99,172,190,88864,97716,.,2499,83889,.,.,.,97837,57202,162656700,88864,83164,76250,78125,75515,105000,116058,.,98918,85500,116250,83021,99303,99567,.,,,,,,,,,,,,,,,,112491,119858,,76027,52813,.,13892,,123301,25994,566956200,542238300,,6158200,14048300,.,1653100,,536976900,6914400
ACSSF,2012e5,dc,000,0064,0000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1952,1423,3859,.,3443,.,,3835,1407,1628,7951100,4381200,1246600,.,1721600,.,,598200,4090000,294700
ACSSF,2012e5,dc,000,0064,0000190,643,570,169,0,0,0,0,0,0,0,0,0,0,0,0,16,0,50,103,401,0,0,0,0,15,0,0,0,0,0,10,13,54,6,89,214,73,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,7,0,0,0,0,0,0,0,0,0,0,0,0,22,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,212,17,10,15,49,59,0,33,51,6,144,35,95,152,96,217,74938,84659,85417,.,44773,.,.,.,84318,210144,157279500,74938,73375,86667,85313,111354,49861,49444,250001,83864,115962,127708,63269,60703,61016,44091,,,,,,,,,,,,,,,,73144,78877,17394,,32973,.,,17041,78254,84912,363965900,351158800,1878500,,7748600,.,,2300600,338759700,13161300
ACSSF,2012e5,dc,000,0064,0000191,1025,870,354,0,0,0,8,0,0,0,0,0,7,0,32,15,16,82,194,516,0,0,38,0,0,0,0,0,0,0,13,12,49,57,126,221,155,62,47,0,0,0,0,0,0,8,0,0,0,0,27,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,93,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,63,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1441,73,0,101,47,31,80,44,110,69,185,126,198,92,79,47,159,57263,57244,17100,.,79500,.,.,.,57244,36111,125940700,57263,55192,50139,54265,44295,87292,87292,.,65703,56528,59375,29583,73831,73710,175208,,,,,,,,,,,,,,,,65553,67914,22718,29155,57733,,52290,29806,69339,38458,353918000,327685800,1908300,1865900,12123900,,6274800,2354700,317154800,17959700
ACSSF,2012e5,dc,000,0064,0000192,417,385,101,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,84,284,0,0,3,0,0,0,8,0,0,20,5,11,32,8,76,121,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,195,19,6,4,7,0,4,25,4,0,34,14,0,14,0,0,64,59313,90000,.,.,38646,.,.,.,105089,69688,32523300,59313,105909,57768,58036,.,236771,236771,.,53542,38698,39323,9375,74286,250001,52250,,,,,,,,,,,,,,,,122309,126125,209878,.,32298,.,.,47259,126901,122303,185175700,166610500,14061800,.,3132900,.,.,1370500,139336800,27273600
ACSSF,2012e5,dc,000,0064,0000193,347,311,77,0,0,0,0,0,0,0,0,0,0,19,0,0,15,43,0,234,0,0,0,17,0,11,0,0,0,19,0,0,43,69,0,75,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,114,0,25,91,43,30,152,37,59,94,173,251,290,89,110,83,75568,78796,27228,.,80850,.,.,44868,79699,32375,139720700,75568,71964,71071,70313,.,79286,92895,.,79010,57417,77750,27228,105408,105408,.,,,,,,,,,,,,,,,,68129,73019,49820,22907,54476,.,.,38852,78136,45715,220125000,200438100,4882400,3665100,7953500,.,.,3185900,183698200,19657400
ACSSF,2012e5,dc,000,0064,0000194,537,527,245,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,173,282,0,0,0,0,0,0,0,0,0,0,0,13,25,12,68,164,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,27,0,32,19,22,98,58,106,10,132,101,123,134,68,129,66,70208,71736,59886,.,53194,.,.,64167,73409,67578,114681800,70208,72837,64063,63125,71250,122308,121250,129615,59091,53243,53615,51354,105882,105882,.,,,,,,,,,,,,,,,,99595,106715,42490,,81605,.,,63458,109482,51591,306353400,278525100,4716400,,16729000,.,,6092000,270859100,9647600
ACSSF,2012e5,dc,000,0064,0000195,847,783,285,0,0,0,0,0,0,0,0,0,0,0,22,0,10,52,201,498,0,0,0,0,0,0,0,0,20,0,36,40,18,46,60,278,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,17,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1223,111,33,16,18,17,9,17,50,9,161,48,231,229,43,126,105,82234,92292,6838,.,91842,.,.,.,93333,17266,129257200,82234,81750,92639,81500,113828,42049,42049,.,82470,98047,98320,81875,81806,91650,.,,,,,,,,,,,,,,,,97039,107545,50131,.,49566,,,40042,112553,28698,433958100,390280700,17846500,.,15811400,,,5365600,383016200,7633600
ACSSF,2012e5,dc,000,0064,0000196,813,746,160,0,0,0,0,0,25,15,15,0,0,17,58,0,15,0,15,586,0,0,0,0,32,45,53,0,26,12,33,63,61,87,44,130,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,34,0,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,18,0,0,15,0,0,2145,103,28,52,0,122,85,88,161,75,141,114,364,277,168,102,265,80903,82642,52895,.,31912,.,.,40000,83434,54423,240515100,80903,80078,65441,46083,131250,102119,102119,.,81286,80906,80145,90588,92386,90341,250001,,,,,,,,,,,,,,,,79091,94989,35979,.,35426,.,.,20629,97890,57617,354170300,322961000,7987400,.,13320100,.,.,9901700,312268800,17803800
ACSSF,2012e5,dc,000,0064,0000197,412,321,54,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,14,267,0,0,0,0,0,0,0,0,12,0,55,33,117,17,20,13,91,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,55,0,0,0,0,0,0,0,0,0,0,0,42,0,13,0,0,22,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1858,224,54,125,39,31,24,26,0,107,266,436,150,186,30,130,30,61269,60923,26719,.,75385,.,64042,51563,61731,62833,120197900,61269,59833,54583,53250,82877,162788,162788,.,61308,53858,55859,35962,73487,73487,.,120197900,40482300,33353400,27802500,5550900,7128900,7128900,.,79715600,62965200,55565800,7399400,16750400,16750400,.,52999,52248,30649,,62272,.,71453,29943,54643,44401,168747700,139763100,4597400,,7846300,.,9646200,2096000,131471300,17938100
