,TotalPop,TPopMargin,UnWgtSampleCtPop,PerCapitaIncome,PerCapIncMargin,MedianHouseholdInc,MedHouseholdIncMargin,MedianAge,MedianAgeMargin,HousingUnits,HousingUnitsMargin,UnweightedSampleHousingUnits,State,County,Tract,BlockGroup,Year
2077,973.0,222.0,99.0,22552.0,5950.0,41667.0,10954.0,36.2,10.6,475.0,78.0,46.0,11,1,7709,2,2016
2078,990.0,288.0,64.0,20465.0,6295.0,37340.0,13295.0,36.1,9.4,449.0,104.0,28.0,11,1,7803,1,2016
2079,607.0,177.0,52.0,34215.0,9833.0,51944.0,15477.0,53.7,14.0,280.0,62.0,26.0,11,1,7803,2,2016
2080,652.0,336.0,37.0,23155.0,5571.0,94821.0,45287.0,23.8,7.7,194.0,71.0,13.0,11,1,7803,3,2016
2081,1458.0,347.0,83.0,21420.0,5896.0,24941.0,3212.0,42.8,21.1,934.0,122.0,55.0,11,1,7803,4,2016
2082,1279.0,562.0,80.0,19652.0,6312.0,49620.0,18998.0,28.0,19.1,362.0,98.0,19.0,11,1,7804,1,2016
2083,1384.0,287.0,76.0,26744.0,12324.0,39787.0,13234.0,33.7,10.5,733.0,126.0,38.0,11,1,7804,2,2016
2084,884.0,332.0,68.0,23210.0,4869.0,46379.0,23674.0,52.0,18.9,347.0,83.0,27.0,11,1,7804,3,2016
2085,1043.0,207.0,126.0,17992.0,3950.0,28977.0,12297.0,44.4,5.2,522.0,82.0,60.0,11,1,7806,1,2016
2086,1035.0,275.0,101.0,20563.0,5862.0,36420.0,12776.0,36.2,5.6,547.0,88.0,53.0,11,1,7806,2,2016
2087,1383.0,216.0,155.0,21866.0,3184.0,47643.0,5375.0,35.3,5.6,566.0,66.0,63.0,11,1,7807,1,2016
2088,934.0,197.0,104.0,29447.0,18136.0,38393.0,26998.0,40.6,3.1,436.0,60.0,50.0,11,1,7807,2,2016
2089,1909.0,605.0,75.0,23526.0,6203.0,41528.0,21643.0,29.3,2.9,687.0,157.0,30.0,11,1,7808,1,2016
2090,842.0,297.0,56.0,16032.0,3936.0,24000.0,14684.0,52.9,5.4,572.0,102.0,41.0,11,1,7808,2,2016
2091,1096.0,526.0,46.0,21812.0,12858.0,35640.0,16604.0,21.8,2.4,399.0,116.0,23.0,11,1,7808,3,2016
2092,2003.0,393.0,133.0,20485.0,3398.0,39531.0,6918.0,32.3,4.2,983.0,118.0,66.0,11,1,7809,1,2016
2093,1071.0,335.0,70.0,25262.0,10111.0,52321.0,34239.0,42.7,12.3,404.0,100.0,28.0,11,1,7809,2,2016
2094,324.0,154.0,24.0,21102.0,8978.0,24250.0,11447.0,42.2,20.8,247.0,78.0,20.0,11,1,7901,1,2016
2095,1014.0,242.0,82.0,34275.0,6404.0,67188.0,28029.0,40.8,5.3,475.0,74.0,39.0,11,1,7901,2,2016
2096,1548.0,401.0,108.0,30660.0,4986.0,64318.0,22969.0,33.5,2.8,622.0,84.0,51.0,11,1,7901,3,2016
2097,1011.0,228.0,80.0,26366.0,7435.0,36434.0,16246.0,38.9,21.3,492.0,80.0,43.0,11,1,7901,4,2016
2098,1907.0,257.0,265.0,34701.0,5351.0,62717.0,10431.0,36.3,3.5,922.0,27.0,132.0,11,1,7903,1,2016
2099,744.0,261.0,75.0,65595.0,14884.0,135682.0,20494.0,32.9,4.5,387.0,89.0,31.0,11,1,8001,1,2016
2100,1527.0,217.0,155.0,60186.0,6832.0,116394.0,31025.0,36.5,2.5,698.0,87.0,70.0,11,1,8001,2,2016
2101,891.0,311.0,76.0,60865.0,12412.0,170227.0,96695.0,32.3,2.8,318.0,66.0,29.0,11,1,8001,3,2016
2102,1208.0,204.0,117.0,62796.0,10348.0,111944.0,15739.0,39.8,4.4,639.0,81.0,63.0,11,1,8002,1,2016
2103,2229.0,241.0,222.0,67779.0,8569.0,118696.0,14588.0,34.9,1.1,987.0,92.0,98.0,11,1,8002,2,2016
2104,825.0,187.0,85.0,70265.0,18213.0,104545.0,44608.0,35.7,3.9,356.0,63.0,38.0,11,1,8100,1,2016
2105,1569.0,220.0,158.0,78448.0,9036.0,137727.0,31019.0,34.9,3.6,696.0,76.0,67.0,11,1,8100,2,2016
2106,843.0,177.0,82.0,90034.0,13876.0,167788.0,58106.0,36.3,8.9,478.0,75.0,44.0,11,1,8100,3,2016
2107,894.0,261.0,83.0,81204.0,20502.0,144479.0,26295.0,38.0,4.7,471.0,72.0,44.0,11,1,8200,1,2016
2108,2112.0,259.0,244.0,77503.0,17056.0,101385.0,8738.0,28.3,2.2,1062.0,76.0,98.0,11,1,8200,2,2016
2109,1203.0,246.0,120.0,66755.0,7807.0,143194.0,26875.0,33.9,2.4,559.0,71.0,55.0,11,1,8301,1,2016
2110,1216.0,232.0,109.0,68310.0,16268.0,119000.0,24751.0,31.6,1.9,603.0,80.0,54.0,11,1,8301,2,2016
2111,2446.0,190.0,371.0,63701.0,6014.0,123542.0,10249.0,34.0,1.2,1012.0,34.0,157.0,11,1,8302,1,2016
2112,1022.0,243.0,87.0,60556.0,8297.0,105139.0,33172.0,36.5,6.2,491.0,69.0,41.0,11,1,8402,1,2016
2113,1107.0,185.0,96.0,56327.0,9112.0,65500.0,10702.0,42.7,7.3,724.0,72.0,64.0,11,1,8402,2,2016
2114,1454.0,188.0,204.0,57715.0,8287.0,108304.0,34104.0,32.4,1.5,633.0,33.0,97.0,11,1,8410,1,2016
2115,1515.0,338.0,171.0,60386.0,14986.0,116111.0,34825.0,33.8,3.6,633.0,88.0,69.0,11,1,8701,1,2016
2116,1127.0,332.0,105.0,35486.0,7775.0,75298.0,44832.0,36.8,7.4,540.0,74.0,55.0,11,1,8701,2,2016
2117,1285.0,179.0,159.0,33858.0,14390.0,42121.0,18992.0,35.1,3.2,568.0,51.0,77.0,11,1,8702,1,2016
2118,741.0,189.0,105.0,42697.0,10755.0,63750.0,24498.0,39.0,6.9,390.0,49.0,58.0,11,1,8702,2,2016
2119,617.0,246.0,40.0,34671.0,11912.0,62212.0,35517.0,48.6,17.4,304.0,85.0,22.0,11,1,8802,1,2016
2120,1628.0,381.0,106.0,30321.0,7185.0,56179.0,20085.0,33.8,4.1,710.0,96.0,52.0,11,1,8802,2,2016
2121,1469.0,368.0,110.0,38637.0,9811.0,83106.0,21970.0,36.8,4.9,538.0,103.0,43.0,11,1,8802,3,2016
2122,1183.0,371.0,91.0,41725.0,21008.0,60221.0,30166.0,46.8,9.9,500.0,93.0,40.0,11,1,8802,4,2016
2123,2344.0,376.0,309.0,14890.0,4231.0,17303.0,9963.0,24.4,3.2,692.0,29.0,80.0,11,1,8803,1,2016
2124,980.0,299.0,85.0,24508.0,4908.0,50558.0,6681.0,34.0,3.8,537.0,101.0,42.0,11,1,8804,1,2016
2125,1520.0,309.0,106.0,24810.0,5227.0,33047.0,15793.0,37.3,3.6,946.0,122.0,66.0,11,1,8804,2,2016
2126,2628.0,437.0,153.0,26419.0,4872.0,48523.0,14400.0,31.9,4.2,1256.0,130.0,84.0,11,1,8903,1,2016
2127,820.0,414.0,43.0,14619.0,4100.0,25179.0,11541.0,29.6,13.2,470.0,113.0,29.0,11,1,8903,2,2016
2128,2255.0,367.0,133.0,22818.0,4033.0,27585.0,6267.0,34.7,5.7,1366.0,129.0,87.0,11,1,8904,1,2016
2129,1083.0,370.0,68.0,20475.0,4713.0,33833.0,21426.0,38.3,8.5,601.0,127.0,44.0,11,1,8904,2,2016
2130,1448.0,236.0,116.0,42301.0,6634.0,26714.0,11361.0,52.1,16.6,929.0,107.0,78.0,11,1,9000,1,2016
2131,1597.0,230.0,123.0,38209.0,9224.0,55000.0,23628.0,47.1,11.3,953.0,102.0,80.0,11,1,9000,2,2016
2132,922.0,294.0,61.0,33745.0,8522.0,66719.0,16495.0,34.2,6.5,399.0,93.0,31.0,11,1,9102,1,2016
2133,2505.0,385.0,165.0,29099.0,6365.0,42188.0,11455.0,28.6,2.5,1169.0,121.0,83.0,11,1,9102,2,2016
2134,1837.0,445.0,123.0,16039.0,5152.0,27875.0,15615.0,28.8,8.4,628.0,95.0,50.0,11,1,9102,3,2016
2135,2844.0,458.0,340.0,37097.0,6981.0,75703.0,22213.0,30.8,4.6,1015.0,51.0,121.0,11,1,9201,1,2016
2136,1344.0,293.0,82.0,28386.0,6085.0,95742.0,27234.0,37.1,3.0,427.0,84.0,28.0,11,1,9203,1,2016
2137,1342.0,334.0,104.0,47242.0,9061.0,75909.0,29645.0,42.5,4.1,860.0,91.0,58.0,11,1,9203,2,2016
2138,1037.0,208.0,63.0,28330.0,6142.0,53947.0,8670.0,34.6,3.0,513.0,101.0,33.0,11,1,9204,1,2016
2139,1814.0,326.0,110.0,11778.0,2423.0,14543.0,4537.0,31.8,6.6,904.0,116.0,66.0,11,1,9204,2,2016
2140,770.0,224.0,53.0,38780.0,10455.0,76315.0,6872.0,44.6,3.9,293.0,77.0,23.0,11,1,9301,1,2016
2141,966.0,245.0,81.0,47503.0,8789.0,96731.0,30538.0,43.5,10.6,426.0,81.0,37.0,11,1,9301,2,2016
2142,1001.0,350.0,57.0,40529.0,19273.0,104934.0,16482.0,38.4,10.0,319.0,83.0,24.0,11,1,9301,3,2016
2143,781.0,320.0,59.0,50136.0,19156.0,115921.0,94185.0,35.4,4.6,278.0,81.0,25.0,11,1,9301,4,2016
2144,1043.0,109.0,142.0,44018.0,8490.0,61836.0,7091.0,40.4,4.8,556.0,42.0,72.0,11,1,9302,1,2016
2145,822.0,263.0,68.0,48895.0,16429.0,86667.0,50793.0,45.5,5.6,343.0,65.0,32.0,11,1,9400,1,2016
2146,1455.0,378.0,102.0,28842.0,7132.0,59875.0,27081.0,35.0,8.8,556.0,89.0,44.0,11,1,9400,2,2016
2147,2041.0,392.0,161.0,29300.0,5240.0,111875.0,24586.0,42.3,5.1,556.0,94.0,50.0,11,1,9400,3,2016
2148,975.0,309.0,69.0,47415.0,8980.0,103098.0,19247.0,48.3,5.7,395.0,88.0,34.0,11,1,9400,4,2016
2149,3240.0,569.0,180.0,19552.0,3223.0,49444.0,4596.0,29.2,1.8,952.0,128.0,64.0,11,1,9501,1,2016
2150,837.0,350.0,48.0,18209.0,6966.0,30486.0,19498.0,28.0,5.4,374.0,89.0,26.0,11,1,9501,2,2016
2151,3548.0,442.0,514.0,11671.0,1969.0,39970.0,6397.0,20.5,0.5,676.0,112.0,52.0,11,1,9501,3,2016
2152,1706.0,341.0,116.0,41325.0,7554.0,94788.0,7142.0,46.5,6.9,655.0,110.0,56.0,11,1,9503,1,2016
2153,899.0,301.0,79.0,35839.0,9553.0,79826.0,50242.0,51.1,15.1,307.0,84.0,26.0,11,1,9503,2,2016
2154,832.0,236.0,66.0,45609.0,9178.0,83750.0,38711.0,41.4,3.8,358.0,76.0,30.0,11,1,9503,3,2016
2155,1593.0,418.0,111.0,46829.0,12814.0,68676.0,9446.0,35.8,9.8,905.0,83.0,65.0,11,1,9504,1,2016
2156,1725.0,340.0,159.0,36887.0,7211.0,101840.0,13485.0,56.6,6.0,513.0,77.0,45.0,11,1,9504,2,2016
2157,666.0,268.0,44.0,41788.0,14568.0,57454.0,29832.0,51.8,15.7,278.0,89.0,21.0,11,1,9505,1,2016
2158,608.0,179.0,61.0,55602.0,14413.0,98281.0,55756.0,61.7,15.2,453.0,98.0,34.0,11,1,9505,2,2016
2159,1305.0,299.0,80.0,29905.0,6644.0,58333.0,19099.0,34.9,7.6,588.0,99.0,38.0,11,1,9505,3,2016
2160,1777.0,206.0,205.0,28772.0,4774.0,61905.0,20150.0,34.9,5.6,623.0,29.0,88.0,11,1,9507,1,2016
2161,845.0,230.0,65.0,46649.0,26499.0,39750.0,28711.0,47.4,11.1,566.0,123.0,41.0,11,1,9508,1,2016
2162,1374.0,393.0,116.0,33781.0,7086.0,72054.0,9929.0,40.8,12.8,576.0,93.0,54.0,11,1,9508,2,2016
2163,1469.0,349.0,81.0,26545.0,6289.0,55450.0,19304.0,37.5,6.1,599.0,108.0,38.0,11,1,9508,3,2016
2164,1430.0,453.0,83.0,32370.0,10285.0,75313.0,37009.0,34.9,6.8,486.0,101.0,38.0,11,1,9509,1,2016
2165,802.0,283.0,72.0,32821.0,5728.0,59904.0,15350.0,57.6,15.7,394.0,98.0,40.0,11,1,9509,2,2016
2166,1077.0,285.0,66.0,35837.0,7765.0,56615.0,31168.0,36.5,17.4,490.0,100.0,32.0,11,1,9509,3,2016
2167,2383.0,266.0,242.0,16533.0,2743.0,30893.0,6477.0,34.3,3.0,919.0,48.0,95.0,11,1,9601,1,2016
2168,1530.0,306.0,109.0,15945.0,3717.0,25184.0,9910.0,28.6,7.8,776.0,124.0,60.0,11,1,9602,1,2016
2169,2143.0,406.0,86.0,10954.0,2856.0,21964.0,7351.0,25.6,2.5,922.0,121.0,45.0,11,1,9602,2,2016
2170,1694.0,381.0,109.0,20761.0,3384.0,40699.0,7627.0,47.4,4.2,870.0,112.0,59.0,11,1,9603,1,2016
2171,601.0,199.0,55.0,45731.0,24751.0,63421.0,18998.0,39.9,16.2,294.0,74.0,27.0,11,1,9603,2,2016
2172,1219.0,527.0,57.0,21770.0,9241.0,30565.0,8947.0,29.9,17.4,653.0,119.0,34.0,11,1,9603,3,2016
2173,1364.0,268.0,137.0,27900.0,3770.0,48750.0,11967.0,47.5,5.8,646.0,67.0,79.0,11,1,9604,1,2016
2174,759.0,183.0,88.0,31579.0,7546.0,54091.0,34093.0,56.5,8.0,406.0,63.0,48.0,11,1,9604,2,2016
2175,2567.0,450.0,127.0,16519.0,3261.0,30917.0,15353.0,29.4,4.7,976.0,114.0,58.0,11,1,9700,1,2016
2176,867.0,370.0,56.0,21483.0,8453.0,-666666666.0,-222222222.0,31.6,16.5,364.0,109.0,19.0,11,1,9700,2,2016
2177,2373.0,305.0,244.0,13661.0,2508.0,21845.0,8152.0,25.7,2.2,963.0,33.0,108.0,11,1,9801,1,2016
2178,635.0,156.0,74.0,4980.0,1384.0,12500.0,5405.0,17.4,7.9,351.0,47.0,42.0,11,1,9802,1,2016
2179,1122.0,210.0,119.0,23359.0,4727.0,42232.0,17461.0,36.0,3.5,544.0,45.0,67.0,11,1,9802,2,2016
2180,853.0,273.0,58.0,13825.0,4977.0,15170.0,14174.0,27.8,7.7,421.0,85.0,29.0,11,1,9803,1,2016
2181,894.0,346.0,52.0,16067.0,6135.0,42589.0,24532.0,29.2,14.6,401.0,86.0,28.0,11,1,9803,2,2016
2182,1039.0,228.0,82.0,29539.0,23716.0,16453.0,6248.0,50.3,15.9,608.0,90.0,51.0,11,1,9803,3,2016
2183,1838.0,355.0,192.0,19596.0,3785.0,36680.0,3129.0,27.9,7.7,793.0,67.0,93.0,11,1,9804,1,2016
2184,996.0,225.0,117.0,18818.0,3837.0,35871.0,6570.0,39.9,7.4,329.0,59.0,44.0,11,1,9804,2,2016
2185,655.0,209.0,59.0,27793.0,9385.0,56250.0,17231.0,54.4,4.7,295.0,70.0,28.0,11,1,9807,1,2016
2186,2216.0,367.0,156.0,32029.0,13610.0,38482.0,6943.0,41.3,10.8,1330.0,72.0,93.0,11,1,9807,2,2016
2187,1728.0,402.0,82.0,15714.0,5168.0,31101.0,7754.0,27.5,4.1,757.0,109.0,41.0,11,1,9810,1,2016
2188,930.0,267.0,56.0,16630.0,6143.0,-666666666.0,-222222222.0,29.0,17.5,454.0,87.0,30.0,11,1,9810,2,2016
2189,2027.0,498.0,97.0,12562.0,3281.0,23533.0,5183.0,26.4,2.1,977.0,122.0,52.0,11,1,9811,1,2016
2190,3064.0,504.0,168.0,15589.0,2572.0,32134.0,5836.0,32.9,4.9,1178.0,125.0,73.0,11,1,9811,2,2016
2191,1029.0,360.0,65.0,32055.0,6646.0,56818.0,27689.0,37.4,5.3,366.0,76.0,29.0,11,1,9901,1,2016
2192,1689.0,300.0,122.0,51397.0,8266.0,108173.0,41776.0,50.1,4.8,749.0,77.0,59.0,11,1,9901,2,2016
2193,812.0,253.0,70.0,38285.0,18576.0,49938.0,16196.0,44.4,8.6,425.0,100.0,33.0,11,1,9902,1,2016
2194,2152.0,344.0,123.0,23263.0,4523.0,45946.0,15577.0,37.4,6.4,908.0,115.0,55.0,11,1,9902,2,2016
2195,1175.0,301.0,97.0,22021.0,4440.0,45294.0,15414.0,37.4,7.7,471.0,70.0,41.0,11,1,9903,1,2016
2196,679.0,190.0,68.0,31676.0,10846.0,69471.0,31936.0,41.8,10.6,287.0,65.0,29.0,11,1,9903,2,2016
2197,774.0,271.0,82.0,17639.0,3549.0,31750.0,26961.0,27.3,6.1,415.0,74.0,46.0,11,1,9904,1,2016
2198,1822.0,282.0,179.0,21107.0,4893.0,31331.0,3956.0,27.4,5.9,898.0,77.0,98.0,11,1,9904,2,2016
2199,1261.0,426.0,94.0,28500.0,15795.0,41190.0,7595.0,34.1,7.5,541.0,85.0,42.0,11,1,9905,1,2016
2200,763.0,245.0,50.0,21912.0,4650.0,45729.0,24170.0,40.5,8.6,408.0,83.0,29.0,11,1,9905,2,2016
2201,873.0,259.0,66.0,23826.0,8681.0,45000.0,5008.0,24.7,17.4,437.0,85.0,31.0,11,1,9905,3,2016
2202,1463.0,185.0,187.0,22804.0,3121.0,42813.0,8784.0,35.7,3.9,790.0,34.0,105.0,11,1,9906,1,2016
2203,576.0,245.0,36.0,28505.0,6423.0,-666666666.0,-222222222.0,37.6,4.4,267.0,90.0,19.0,11,1,9907,1,2016
2204,2366.0,315.0,125.0,13640.0,3118.0,25043.0,10374.0,29.5,2.3,998.0,89.0,58.0,11,1,9907,2,2016
2205,1856.0,245.0,156.0,77424.0,15337.0,93362.0,8115.0,39.1,3.7,1429.0,101.0,117.0,11,1,10100,1,2016
2206,791.0,190.0,72.0,57784.0,11818.0,75160.0,12983.0,34.6,2.9,555.0,91.0,54.0,11,1,10100,2,2016
2207,1040.0,210.0,117.0,63303.0,9991.0,111250.0,14249.0,45.5,8.4,523.0,69.0,59.0,11,1,10200,1,2016
2208,1512.0,276.0,116.0,64119.0,11030.0,98073.0,11067.0,35.7,3.7,1026.0,79.0,88.0,11,1,10200,2,2016
2209,823.0,172.0,74.0,38793.0,6989.0,66635.0,30314.0,30.0,7.5,282.0,51.0,28.0,11,1,10300,1,2016
2210,1095.0,251.0,94.0,34269.0,9979.0,68906.0,20119.0,42.6,6.4,505.0,80.0,48.0,11,1,10300,2,2016
2211,1347.0,309.0,97.0,28326.0,6065.0,44117.0,10791.0,43.0,10.0,540.0,80.0,45.0,11,1,10300,3,2016
2212,1760.0,476.0,97.0,22289.0,5767.0,43088.0,14210.0,30.5,8.3,665.0,124.0,41.0,11,1,10400,1,2016
2213,2966.0,630.0,172.0,16526.0,3023.0,34929.0,11444.0,37.9,4.8,1140.0,133.0,60.0,11,1,10400,2,2016
2214,1605.0,320.0,71.0,42481.0,8397.0,46903.0,5772.0,35.4,5.4,940.0,150.0,44.0,11,1,10500,1,2016
2215,1915.0,294.0,112.0,73412.0,7709.0,101618.0,27016.0,35.8,1.1,1382.0,161.0,76.0,11,1,10500,2,2016
2216,994.0,230.0,76.0,37223.0,10727.0,80875.0,75763.0,27.5,1.7,391.0,83.0,30.0,11,1,10600,1,2016
2217,4657.0,400.0,393.0,70884.0,6546.0,116680.0,13115.0,30.6,0.8,2641.0,133.0,223.0,11,1,10600,2,2016
2218,798.0,282.0,64.0,36471.0,8754.0,85240.0,45076.0,36.8,3.8,287.0,78.0,21.0,11,1,10600,3,2016
2219,859.0,159.0,91.0,53998.0,22053.0,45000.0,24106.0,24.0,2.2,497.0,72.0,46.0,11,1,10700,1,2016
2220,862.0,147.0,98.0,80722.0,18621.0,96688.0,15962.0,30.7,1.5,762.0,79.0,78.0,11,1,10700,2,2016
2221,1521.0,279.0,221.0,14838.0,5837.0,29881.0,25322.0,20.4,0.6,299.0,67.0,28.0,11,1,10800,1,2016
2222,2350.0,287.0,336.0,9217.0,1478.0,19688.0,15554.0,19.6,0.3,537.0,82.0,58.0,11,1,10800,2,2016
2223,2527.0,382.0,382.0,10327.0,3093.0,63750.0,43808.0,20.3,0.6,258.0,70.0,26.0,11,1,10800,3,2016
2224,2450.0,515.0,130.0,14806.0,3764.0,29883.0,7529.0,23.3,3.8,866.0,102.0,53.0,11,1,10900,1,2016
2225,1859.0,792.0,161.0,10536.0,4395.0,35625.0,11253.0,23.1,5.6,596.0,97.0,43.0,11,1,10900,2,2016
2226,666.0,373.0,26.0,33830.0,7754.0,-666666666.0,-222222222.0,30.7,2.3,305.0,108.0,13.0,11,1,11000,1,2016
2227,864.0,173.0,56.0,78440.0,20394.0,97847.0,53201.0,59.4,11.0,629.0,114.0,36.0,11,1,11000,2,2016
2228,686.0,193.0,31.0,93428.0,18862.0,90250.0,20211.0,47.8,7.2,596.0,115.0,26.0,11,1,11000,3,2016
2229,1444.0,235.0,80.0,65898.0,11205.0,72467.0,16976.0,54.1,12.6,1098.0,167.0,58.0,11,1,11000,4,2016
2230,1731.0,426.0,114.0,36401.0,7320.0,89427.0,15055.0,36.4,4.0,629.0,108.0,47.0,11,1,11100,1,2016
2231,2155.0,374.0,168.0,30290.0,6421.0,60347.0,25460.0,38.6,5.5,709.0,90.0,63.0,11,1,11100,2,2016
2232,1639.0,376.0,192.0,17374.0,3268.0,27863.0,9591.0,51.9,3.9,579.0,103.0,45.0,11,1,11100,3]],2016
2233,1956.0,303.0,178.0,81302.0,12883.0,125469.0,20846.0,36.4,2.9,1102.0,99.0,105.0,11,1,4002,2,2017
2234,1759.0,339.0,118.0,60698.0,14481.0,55385.0,18191.0,28.8,3.6,1532.0,206.0,80.0,11,1,5600,1,2017
2235,640.0,175.0,70.0,72450.0,13393.0,148472.0,29120.0,43.5,6.6,313.0,61.0,31.0,11,1,1600,2,2017
2236,1388.0,193.0,217.0,78867.0,9898.0,218125.0,41653.0,48.9,2.9,529.0,56.0,82.0,11,1,2600,2,2017
2237,647.0,218.0,65.0,69704.0,10308.0,97917.0,22604.0,33.6,1.5,391.0,80.0,37.0,11,1,4002,1,2017
2238,1364.0,335.0,123.0,63636.0,8597.0,200758.0,50060.0,39.9,3.5,436.0,90.0,41.0,11,1,1600,1,2017
2239,1962.0,453.0,145.0,70736.0,12397.0,166149.0,15713.0,52.1,4.5,630.0,88.0,56.0,11,1,1600,4,2017
2240,733.0,254.0,70.0,73071.0,10742.0,179306.0,99429.0,44.0,7.4,295.0,70.0,29.0,11,1,1600,3,2017
2241,1917.0,324.0,140.0,81513.0,24154.0,115000.0,11216.0,50.7,18.6,1185.0,175.0,65.0,11,1,5600,2,2017
2242,1220.0,265.0,83.0,59133.0,10752.0,96310.0,92480.0,36.2,2.9,616.0,113.0,40.0,11,1,4600,1,2017
2243,1643.0,273.0,130.0,64690.0,16279.0,99740.0,21000.0,31.0,2.8,815.0,114.0,65.0,11,1,4600,2,2017
2244,1878.0,439.0,72.0,80521.0,17303.0,79427.0,21696.0,31.7,1.6,1558.0,249.0,54.0,11,1,5201,1,2017
2245,1432.0,401.0,51.0,103095.0,17473.0,130735.0,32011.0,31.9,2.0,978.0,234.0,34.0,11,1,5201,2,2017
2246,3089.0,860.0,92.0,13020.0,4074.0,21733.0,5402.0,30.9,7.4,1193.0,219.0,40.0,11,1,7703,3,2017
2247,2682.0,242.0,281.0,60582.0,8063.0,101553.0,14412.0,28.5,1.7,1576.0,66.0,153.0,11,1,5900,1,2017
2248,798.0,548.0,31.0,21232.0,13531.0,-666666666.0,-222222222.0,37.1,29.9,362.0,136.0,17.0,11,1,7703,1,2017
2249,1744.0,948.0,54.0,14722.0,5146.0,32372.0,9561.0,25.3,11.0,652.0,181.0,23.0,11,1,7703,2,2017
2250,2685.0,557.0,153.0,16114.0,3453.0,31196.0,4895.0,27.2,4.1,1137.0,106.0,77.0,11,1,7707,1,2017
2251,1799.0,455.0,137.0,27154.0,6184.0,67713.0,10850.0,36.2,5.0,655.0,105.0,59.0,11,1,7707,2,2017
2252,1603.0,215.0,170.0,78051.0,8179.0,148750.0,39958.0,35.0,3.3,726.0,84.0,71.0,11,1,8100,2,2017
2253,901.0,168.0,94.0,81995.0,21474.0,133594.0,57608.0,34.5,2.6,391.0,60.0,43.0,11,1,8100,1,2017
2254,782.0,138.0,91.0,84959.0,15288.0,154500.0,50941.0,39.7,11.0,451.0,76.0,46.0,11,1,8100,3,2017
2255,2047.0,264.0,227.0,76985.0,18534.0,107200.0,12402.0,28.2,1.6,1048.0,77.0,95.0,11,1,8200,2,2017
2256,1009.0,278.0,86.0,80280.0,18505.0,143375.0,34636.0,38.3,5.7,501.0,78.0,45.0,11,1,8200,1,2017
2257,1533.0,238.0,227.0,59643.0,7983.0,141563.0,21069.0,32.4,0.8,639.0,40.0,102.0,11,1,8410,1,2017
2258,1065.0,296.0,75.0,30076.0,6647.0,51439.0,8490.0,33.1,3.2,503.0,94.0,35.0,11,1,8804,1,2017
2259,1496.0,269.0,109.0,27427.0,5300.0,37262.0,16498.0,36.7,3.3,887.0,119.0,65.0,11,1,8804,2,2017
2260,1924.0,256.0,207.0,28658.0,4174.0,74375.0,17272.0,33.9,4.6,622.0,25.0,87.0,11,1,9507,1,2017
2261,1542.0,265.0,89.0,68411.0,9609.0,77083.0,12249.0,33.3,2.0,1061.0,121.0,64.0,11,1,4201,1,2017
2262,2080.0,481.0,122.0,114690.0,22521.0,164205.0,43192.0,34.1,4.2,996.0,150.0,59.0,11,1,4400,2,2017
2263,3613.0,353.0,455.0,16831.0,3097.0,83750.0,54250.0,21.7,0.2,532.0,74.0,65.0,11,1,3500,2,2017
2264,2182.0,382.0,126.0,108801.0,19432.0,177721.0,62812.0,31.2,1.1,1111.0,140.0,67.0,11,1,4201,2,2017
2265,3305.0,404.0,190.0,107334.0,12189.0,168199.0,18283.0,35.2,1.9,1907.0,155.0,111.0,11,1,4400,1,2017
2266,1413.0,186.0,140.0,86986.0,14838.0,148750.0,24713.0,36.5,3.6,634.0,77.0,66.0,11,1,6700,3,2017
2267,2036.0,205.0,207.0,80995.0,10456.0,134911.0,33120.0,40.9,4.3,1128.0,58.0,105.0,11,1,6600,1,2017
2268,1379.0,209.0,129.0,72797.0,11899.0,121304.0,16526.0,39.1,4.5,582.0,68.0,59.0,11,1,6700,1,2017
2269,1583.0,258.0,143.0,82288.0,10077.0,147656.0,36615.0,36.8,1.3,710.0,77.0,69.0,11,1,6700,2,2017
2270,1967.0,684.0,67.0,23152.0,7947.0,29904.0,24933.0,38.6,8.1,1103.0,216.0,41.0,11,1,7603,1,2017
2271,1890.0,480.0,109.0,21812.0,7143.0,23114.0,5460.0,39.0,8.4,1010.0,145.0,67.0,11,1,7502,2,2017
2272,3632.0,498.0,281.0,11348.0,1976.0,21728.0,3645.0,29.7,3.9,1288.0,50.0,89.0,11,1,7408,1,2017
2273,3424.0,658.0,186.0,13207.0,2557.0,30849.0,7166.0,29.9,6.8,1031.0,145.0,60.0,11,1,7502,1,2017
2274,769.0,417.0,44.0,37186.0,16709.0,111285.0,30545.0,43.4,16.2,229.0,73.0,16.0,11,1,7603,3,2017
2275,1084.0,351.0,37.0,38852.0,16746.0,50625.0,32711.0,53.0,5.7,642.0,200.0,23.0,11,1,7603,4,2017
2276,1971.0,292.0,261.0,39637.0,7484.0,80588.0,16698.0,36.0,2.9,924.0,44.0,126.0,11,1,7903,1,2017
2277,997.0,349.0,70.0,24109.0,5978.0,57875.0,36031.0,35.3,2.9,527.0,115.0,43.0,11,1,8904,2,2017
2278,2683.0,372.0,153.0,21057.0,3482.0,31541.0,3993.0,36.7,4.3,1429.0,114.0,88.0,11,1,8904,1,2017
2279,1122.0,285.0,87.0,21553.0,4518.0,47407.0,28146.0,34.9,9.8,440.0,69.0,38.0,11,1,9903,1,2017
2280,1454.0,409.0,96.0,38254.0,10374.0,50868.0,25238.0,32.5,1.9,740.0,131.0,39.0,11,1,3600,2,2017
