,TotalPop,TPopMargin,UnWgtSampleCtPop,PerCapitaIncome,PerCapIncMargin,MedianHouseholdInc,MedHouseholdIncMargin,MedianAge,MedianAgeMargin,HousingUnits,HousingUnitsMargin,UnweightedSampleHousingUnits,State,County,Tract,BlockGroup,Year
1048,1342.0,206.0,142.0,76588.0,9784.0,91023.0,36148.0,31.7,1.5,889.0,120.0,81.0,11,1,4202,1,2014
1049,1418.0,212.0,144.0,71798.0,6981.0,87212.0,22853.0,31.9,1.3,967.0,100.0,90.0,11,1,4202,2,2014
1050,1957.0,258.0,142.0,57053.0,9170.0,72361.0,15369.0,35.3,2.7,1284.0,121.0,96.0,11,1,4300,1,2014
1051,1524.0,306.0,96.0,65141.0,8695.0,102713.0,24723.0,34.6,5.5,809.0,118.0,52.0,11,1,4300,2,2014
1052,3447.0,383.0,185.0,78962.0,10338.0,129375.0,28209.0,33.4,2.3,1911.0,124.0,109.0,11,1,4400,1,2014
1053,2108.0,379.0,113.0,73374.0,17968.0,134315.0,31102.0,31.3,4.2,785.0,116.0,44.0,11,1,4400,2,2014
1054,1257.0,248.0,76.0,45697.0,11632.0,95556.0,114683.0,34.4,6.2,577.0,91.0,40.0,11,1,4600,1,2014
1055,1670.0,314.0,123.0,54350.0,10841.0,91250.0,47405.0,31.9,2.6,837.0,91.0,67.0,11,1,4600,2,2014
1056,1211.0,423.0,42.0,22615.0,16844.0,17125.0,5711.0,41.7,22.5,564.0,133.0,21.0,11,1,4701,1,2014
1057,2772.0,525.0,127.0,40525.0,9867.0,42738.0,28978.0,31.3,2.2,1783.0,138.0,80.0,11,1,4701,2,2014
1058,2285.0,207.0,281.0,56964.0,6818.0,79833.0,11075.0,31.7,1.5,1253.0,49.0,152.0,11,1,4702,1,2014
1059,2138.0,267.0,189.0,49397.0,5683.0,99808.0,12539.0,36.6,4.2,1145.0,88.0,97.0,11,1,4801,1,2014
1060,1209.0,247.0,102.0,77207.0,12514.0,113438.0,39174.0,33.9,6.3,781.0,117.0,67.0,11,1,4802,1,2014
1061,2104.0,367.0,140.0,28776.0,4895.0,34388.0,8981.0,32.7,3.3,944.0,106.0,69.0,11,1,4802,2,2014
1062,1358.0,268.0,134.0,23866.0,5851.0,27500.0,14907.0,28.8,2.3,570.0,66.0,59.0,11,1,4901,1,2014
1063,1155.0,225.0,153.0,51195.0,8740.0,80096.0,25661.0,33.8,3.1,538.0,74.0,70.0,11,1,4901,2,2014
1064,713.0,253.0,46.0,26442.0,8931.0,25179.0,20234.0,31.7,10.7,327.0,83.0,24.0,11,1,4902,1,2014
1065,2046.0,235.0,177.0,74041.0,9054.0,118406.0,14159.0,32.5,1.7,1230.0,101.0,108.0,11,1,4902,2,2014
1066,959.0,217.0,84.0,106144.0,38600.0,134694.0,29549.0,32.0,3.7,434.0,87.0,45.0,11,1,5001,1,2014
1067,1133.0,282.0,120.0,84463.0,25460.0,127689.0,48430.0,45.2,12.2,585.0,91.0,61.0,11,1,5001,2,2014
1068,1657.0,293.0,75.0,42200.0,8600.0,39250.0,9021.0,42.8,8.6,1180.0,169.0,54.0,11,1,5002,1,2014
1069,1796.0,335.0,95.0,89187.0,12835.0,112833.0,25937.0,34.0,3.3,1162.0,185.0,64.0,11,1,5002,2,2014
1070,1263.0,581.0,42.0,57555.0,38527.0,81125.0,23498.0,29.6,1.4,629.0,178.0,28.0,11,1,5002,3,2014
1071,1219.0,352.0,56.0,49160.0,12268.0,71338.0,5196.0,36.3,7.0,810.0,187.0,41.0,11,1,5002,4,2014
1072,2228.0,408.0,88.0,76552.0,15814.0,71606.0,10378.0,30.4,2.5,1828.0,196.0,69.0,11,1,5201,1,2014
1073,1494.0,367.0,64.0,99183.0,15136.0,125750.0,29376.0,31.6,6.7,1059.0,194.0,43.0,11,1,5201,2,2014
1074,727.0,162.0,34.0,91054.0,17462.0,101100.0,35243.0,30.7,4.2,584.0,113.0,27.0,11,1,5201,3,2014
1075,1376.0,327.0,63.0,113616.0,34479.0,111990.0,34996.0,33.7,1.5,1033.0,192.0,46.0,11,1,5201,4,2014
1076,1053.0,249.0,61.0,73644.0,15678.0,114609.0,25635.0,30.4,2.0,632.0,130.0,38.0,11,1,5301,1,2014
1077,1419.0,252.0,78.0,85772.0,10733.0,117663.0,33190.0,31.4,1.9,870.0,131.0,52.0,11,1,5301,2,2014
1078,1264.0,165.0,88.0,66439.0,10203.0,67625.0,16614.0,35.4,3.5,1106.0,134.0,62.0,11,1,5301,3,2014
1079,1542.0,335.0,80.0,85506.0,15875.0,101500.0,28154.0,31.4,3.6,1090.0,138.0,58.0,11,1,5301,4,2014
1080,656.0,211.0,35.0,85419.0,15874.0,114929.0,21760.0,30.9,3.9,527.0,171.0,21.0,11,1,5500,1,2014
1081,2296.0,402.0,84.0,115887.0,22370.0,118716.0,62572.0,35.6,4.0,1790.0,210.0,63.0,11,1,5500,2,2014
1082,1837.0,440.0,64.0,118246.0,64259.0,83750.0,42360.0,31.2,2.7,1314.0,192.0,46.0,11,1,5500,3,2014
1083,1073.0,316.0,70.0,45523.0,17387.0,54148.0,52747.0,35.7,7.4,762.0,208.0,23.0,11,1,5500,4,2014
1084,646.0,190.0,27.0,84121.0,30127.0,80962.0,30018.0,29.6,1.3,546.0,127.0,23.0,11,1,5500,5,2014
1085,1779.0,331.0,106.0,55615.0,8715.0,51979.0,8199.0,28.3,1.7,1498.0,185.0,74.0,11,1,5600,1,2014
1086,1619.0,298.0,138.0,114120.0,43536.0,54542.0,58718.0,66.9,3.9,1305.0,202.0,63.0,11,1,5600,2,2014
1087,1791.0,1036.0,114.0,36460.0,24081.0,89464.0,82701.0,21.9,5.9,727.0,192.0,33.0,11,1,5600,3,2014
1088,1288.0,386.0,86.0,70988.0,25608.0,101989.0,60029.0,35.1,13.0,821.0,196.0,35.0,11,1,5600,4,2014
1089,888.0,162.0,93.0,132192.0,28016.0,136250.0,22868.0,42.6,3.5,922.0,109.0,81.0,11,1,5800,1,2014
1090,1809.0,180.0,180.0,89986.0,14877.0,111250.0,28036.0,36.1,2.0,1210.0,109.0,118.0,11,1,5800,2,2014
1091,3043.0,443.0,299.0,55518.0,7880.0,95714.0,17901.0,28.9,2.1,1631.0,65.0,144.0,11,1,5900,1,2014
1092,0.0,12.0,0.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,-666666666.0,-222222222.0,0.0,12.0,0.0,11,1,6202,1,2014
1093,1014.0,216.0,92.0,16136.0,4195.0,16905.0,5008.0,45.0,13.1,588.0,79.0,58.0,11,1,6400,1,2014
1094,972.0,269.0,79.0,12802.0,3720.0,23679.0,4278.0,27.5,6.0,563.0,79.0,46.0,11,1,6400,2,2014
1095,959.0,141.0,89.0,69202.0,11726.0,93705.0,36400.0,31.8,0.8,746.0,81.0,61.0,11,1,6500,1,2014
1096,1456.0,229.0,147.0,87077.0,13200.0,152656.0,34502.0,37.4,3.6,755.0,86.0,78.0,11,1,6500,2,2014
1097,1932.0,226.0,207.0,106184.0,18599.0,159659.0,19081.0,38.5,4.6,1120.0,57.0,107.0,11,1,6600,1,2014
1098,1256.0,248.0,114.0,79937.0,15578.0,131000.0,27703.0,39.8,5.9,588.0,75.0,54.0,11,1,6700,1,2014
1099,1269.0,244.0,118.0,79842.0,12879.0,131875.0,29517.0,37.8,3.8,601.0,79.0,59.0,11,1,6700,2,2014
1100,1432.0,268.0,119.0,95080.0,16636.0,147813.0,14401.0,37.1,5.3,730.0,105.0,62.0,11,1,6700,3,2014
1101,1373.0,173.0,162.0,40066.0,6071.0,70938.0,19116.0,33.9,6.4,623.0,65.0,84.0,11,1,6801,1,2014
1102,705.0,181.0,95.0,45940.0,10435.0,87019.0,30652.0,32.7,3.2,296.0,45.0,47.0,11,1,6801,2,2014
1103,783.0,164.0,110.0,54614.0,11509.0,106544.0,44838.0,35.8,1.6,362.0,49.0,53.0,11,1,6802,1,2014
1104,1484.0,207.0,199.0,47161.0,6730.0,104423.0,20798.0,39.5,4.6,656.0,60.0,92.0,11,1,6802,2,2014
1105,3008.0,233.0,464.0,4990.0,1282.0,-666666666.0,-222222222.0,33.9,2.9,0.0,12.0,0.0,11,1,6804,1,2014
1106,1404.0,150.0,124.0,71598.0,9849.0,83125.0,32423.0,41.8,3.3,949.0,63.0,78.0,11,1,6900,1,2014
1107,744.0,147.0,74.0,73182.0,12751.0,157813.0,53399.0,37.3,6.1,283.0,52.0,28.0,11,1,6900,2,2014
1108,1413.0,251.0,128.0,77470.0,10871.0,135917.0,22697.0,34.3,3.0,768.0,67.0,70.0,11,1,7000,1,2014
1109,1316.0,269.0,153.0,51564.0,7912.0,89375.0,24015.0,30.0,3.9,523.0,65.0,48.0,11,1,7000,2,2014
1110,745.0,356.0,48.0,32227.0,17665.0,60121.0,28572.0,34.3,18.8,307.0,89.0,23.0,11,1,7100,1,2014
1111,2590.0,410.0,213.0,41862.0,7958.0,72756.0,18492.0,33.0,2.2,1105.0,88.0,97.0,11,1,7100,2,2014
1112,3109.0,369.0,243.0,62777.0,6997.0,114896.0,10086.0,30.8,1.9,1670.0,118.0,144.0,11,1,7200,1,2014
1113,1138.0,426.0,93.0,49703.0,22148.0,44911.0,15617.0,32.5,9.7,639.0,96.0,55.0,11,1,7200,2,2014
1114,3602.0,518.0,398.0,24671.0,3308.0,66094.0,17390.0,21.9,1.5,1105.0,75.0,103.0,11,1,7301,1,2014
1115,2655.0,366.0,197.0,16174.0,3089.0,24423.0,14734.0,28.1,7.8,893.0,76.0,69.0,11,1,7304,1,2014
1116,658.0,221.0,55.0,17565.0,6889.0,38889.0,36927.0,37.1,7.7,325.0,59.0,27.0,11,1,7304,2,2014
1117,327.0,122.0,26.0,22610.0,6424.0,41250.0,35639.0,50.8,10.5,216.0,56.0,17.0,11,1,7304,3,2014
1118,1340.0,276.0,128.0,10210.0,2774.0,14233.0,3592.0,26.6,4.6,550.0,61.0,57.0,11,1,7401,1,2014
1119,1108.0,217.0,120.0,8124.0,2408.0,16250.0,8735.0,22.3,4.6,501.0,63.0,55.0,11,1,7401,2,2014
1120,3328.0,417.0,187.0,12271.0,2171.0,28149.0,6117.0,25.4,2.6,1182.0,30.0,77.0,11,1,7403,1,2014
1121,2371.0,518.0,109.0,12507.0,4859.0,27754.0,7153.0,20.6,4.7,918.0,114.0,49.0,11,1,7404,1,2014
1122,1063.0,503.0,55.0,13162.0,6860.0,39412.0,20681.0,25.4,6.4,268.0,97.0,17.0,11,1,7404,2,2014
1123,313.0,217.0,16.0,13547.0,7918.0,26818.0,28163.0,19.6,26.4,292.0,91.0,17.0,11,1,7404,3,2014
1124,2205.0,435.0,119.0,13563.0,2852.0,40556.0,10834.0,25.2,3.2,656.0,93.0,41.0,11,1,7406,1,2014
1125,924.0,362.0,58.0,8835.0,3358.0,15048.0,2351.0,20.6,9.5,454.0,91.0,33.0,11,1,7406,2,2014
1126,945.0,291.0,59.0,16819.0,4604.0,40708.0,5987.0,26.6,13.5,351.0,80.0,28.0,11,1,7407,1,2014
1127,2005.0,299.0,127.0,23316.0,7147.0,33843.0,11222.0,31.6,6.9,996.0,81.0,72.0,11,1,7407,2,2014
1128,3357.0,474.0,287.0,11140.0,1973.0,23879.0,5373.0,28.5,7.0,1293.0,37.0,106.0,11,1,7408,1,2014
1129,1126.0,388.0,59.0,14015.0,3971.0,34153.0,11395.0,34.7,15.4,482.0,85.0,31.0,11,1,7409,1,2014
1130,918.0,234.0,74.0,27504.0,7692.0,27656.0,44338.0,28.6,4.5,460.0,90.0,41.0,11,1,7409,2,2014
1131,1804.0,406.0,88.0,14308.0,3830.0,34412.0,10849.0,22.9,4.1,680.0,91.0,39.0,11,1,7409,3,2014
1132,3458.0,538.0,206.0,17423.0,10236.0,26047.0,10304.0,26.1,7.0,1101.0,127.0,68.0,11,1,7502,1,2014
1133,1814.0,474.0,117.0,14266.0,4427.0,15947.0,19148.0,33.3,3.8,856.0,128.0,62.0,11,1,7502,2,2014
1134,744.0,196.0,81.0,23626.0,6196.0,44879.0,5570.0,36.3,7.6,363.0,65.0,43.0,11,1,7503,1,2014
1135,1868.0,405.0,182.0,10319.0,2019.0,22308.0,11484.0,21.5,3.1,709.0,70.0,77.0,11,1,7503,2,2014
1136,2530.0,407.0,174.0,15603.0,3944.0,18529.0,4506.0,26.4,5.0,1339.0,48.0,99.0,11,1,7504,1,2014
1137,538.0,288.0,28.0,27063.0,10788.0,36768.0,9157.0,36.8,10.1,461.0,150.0,22.0,11,1,7601,1,2014
1138,360.0,110.0,25.0,37934.0,10010.0,48021.0,38840.0,62.6,9.8,322.0,83.0,21.0,11,1,7601,2,2014
1139,1517.0,430.0,93.0,32817.0,10111.0,50950.0,19527.0,47.7,7.1,631.0,120.0,40.0,11,1,7601,3,2014
1140,604.0,239.0,29.0,16940.0,5839.0,25372.0,13247.0,29.2,6.1,494.0,135.0,24.0,11,1,7601,4,2014
1141,859.0,265.0,44.0,25142.0,6943.0,62337.0,33226.0,51.9,3.7,418.0,99.0,24.0,11,1,7601,5,2014
1142,1140.0,324.0,49.0,30437.0,9101.0,37091.0,25055.0,51.3,9.8,910.0,193.0,34.0,11,1,7603,1,2014
1143,599.0,204.0,26.0,78979.0,18162.0,91025.0,29875.0,48.7,6.5,559.0,145.0,20.0,11,1,7603,2,2014
1144,744.0,411.0,45.0,38465.0,13968.0,125060.0,63784.0,48.4,14.2,244.0,95.0,18.0,11,1,7603,3,2014
1145,1149.0,434.0,34.0,27784.0,10063.0,47901.0,12502.0,51.0,10.2,601.0,188.0,21.0,11,1,7603,4,2014
1146,977.0,295.0,76.0,30114.0,6380.0,47656.0,13289.0,40.4,10.9,560.0,103.0,44.0,11,1,7604,1,2014
1147,1638.0,289.0,133.0,39716.0,5060.0,83796.0,8514.0,46.4,3.6,767.0,90.0,68.0,11,1,7604,2,2014
1148,1191.0,376.0,72.0,27255.0,9071.0,46477.0,14147.0,37.2,9.9,661.0,118.0,45.0,11,1,7604,3,2014
1149,776.0,181.0,73.0,29888.0,7951.0,75655.0,36913.0,45.7,11.5,308.0,56.0,30.0,11,1,7605,1,2014
1150,2238.0,309.0,150.0,25651.0,4028.0,47596.0,8453.0,41.5,3.6,1222.0,100.0,86.0,11,1,7605,2,2014
1151,521.0,229.0,40.0,15647.0,6870.0,18750.0,9597.0,34.3,7.4,337.0,76.0,25.0,11,1,7605,3,2014
1152,773.0,197.0,38.0,33884.0,10537.0,38690.0,32182.0,50.0,4.8,488.0,101.0,22.0,11,1,7703,1,2014
1153,898.0,389.0,31.0,22811.0,8821.0,37353.0,8056.0,39.5,8.8,505.0,144.0,19.0,11,1,7703,2,2014
1154,2728.0,688.0,104.0,10833.0,3468.0,21144.0,7521.0,22.8,7.6,1157.0,162.0,45.0,11,1,7703,3,2014
1155,484.0,212.0,22.0,39511.0,41139.0,27875.0,39245.0,24.5,17.3,312.0,116.0,14.0,11,1,7703,4,2014
1156,2965.0,570.0,184.0,15192.0,3397.0,33419.0,7009.0,27.6,5.0,1216.0,104.0,84.0,11,1,7707,1,2014
1157,1427.0,393.0,117.0,32444.0,9031.0,60313.0,8661.0,39.0,6.5,599.0,97.0,57.0,11,1,7707,2,2014
1158,1337.0,334.0,74.0,16233.0,5440.0,29635.0,13673.0,30.0,17.6,583.0,110.0,35.0,11,1,7708,1,2014
1159,1460.0,360.0,108.0,17252.0,4594.0,26250.0,11829.0,40.9,8.7,743.0,110.0,52.0,11,1,7708,2,2014
1160,959.0,198.0,96.0,19742.0,3965.0,31685.0,11438.0,50.8,2.6,698.0,89.0,62.0,11,1,7709,1,2014
1161,811.0,210.0,72.0,27228.0,8696.0,44318.0,7121.0,34.8,6.4,446.0,81.0,37.0,11,1,7709,2,2014
1162,805.0,386.0,48.0,22646.0,8733.0,49632.0,25200.0,35.4,6.5,393.0,114.0,23.0,11,1,7803,1,2014
1163,488.0,239.0,43.0,26233.0,13065.0,40938.0,21318.0,51.6,15.5,254.0,82.0,22.0,11,1,7803,2,2014
1164,423.0,250.0,38.0,23574.0,5700.0,58966.0,19443.0,45.1,14.4,156.0,70.0,13.0,11,1,7803,3,2014
1165,1290.0,290.0,79.0,19642.0,4514.0,22013.0,4952.0,42.6,15.4,823.0,118.0,50.0,11,1,7803,4,2014
1166,957.0,347.0,83.0,19276.0,7391.0,48750.0,26135.0,44.8,15.4,351.0,100.0,22.0,11,1,7804,1,2014
1167,1032.0,262.0,65.0,21266.0,11421.0,32014.0,16342.0,28.4,6.8,540.0,116.0,31.0,11,1,7804,2,2014
1168,1306.0,462.0,83.0,23362.0,4878.0,51696.0,31625.0,45.7,18.3,479.0,114.0,31.0,11,1,7804,3,2014
1169,1008.0,209.0,116.0,20464.0,5705.0,27708.0,13308.0,44.4,9.6,529.0,85.0,59.0,11,1,7806,1,2014
1170,1108.0,242.0,96.0,22048.0,6957.0,39194.0,9651.0,37.5,7.4,555.0,95.0,53.0,11,1,7806,2,2014
1171,1374.0,230.0,154.0,18322.0,3431.0,34924.0,13399.0,33.7,3.8,559.0,69.0,62.0,11,1,7807,1,2014
1172,846.0,195.0,90.0,31096.0,20294.0,24367.0,9734.0,43.2,7.3,415.0,69.0,44.0,11,1,7807,2,2014
1173,2406.0,785.0,97.0,21921.0,6127.0,48750.0,34986.0,28.2,8.7,709.0,125.0,37.0,11,1,7808,1,2014
1174,889.0,278.0,55.0,21263.0,6161.0,39318.0,30251.0,44.5,10.8,566.0,116.0,38.0,11,1,7808,2,2014
1175,1029.0,577.0,48.0,12765.0,7226.0,31607.0,20734.0,22.0,1.1,344.0,113.0,21.0,11,1,7808,3,2014
1176,1641.0,360.0,117.0,19837.0,4088.0,35117.0,8503.0,36.2,8.0,982.0,92.0,65.0,11,1,7809,1,2014
1177,1023.0,324.0,79.0,23451.0,8748.0,51429.0,16288.0,41.6,24.2,382.0,91.0,29.0,11,1,7809,2,2014
1178,255.0,123.0,19.0,23625.0,13404.0,33889.0,26144.0,32.7,21.5,166.0,69.0,14.0,11,1,7901,1,2014
1179,1187.0,330.0,77.0,27193.0,7512.0,44457.0,10689.0,41.0,9.3,520.0,85.0,38.0,11,1,7901,2,2014
1180,1567.0,379.0,102.0,26762.0,5474.0,42050.0,19670.0,33.7,6.2,611.0,85.0,49.0,11,1,7901,3,2014
1181,1008.0,239.0,71.0,29834.0,9510.0,31964.0,31757.0,31.2,6.5,492.0,83.0,39.0,11,1,7901,4,2014
1182,1692.0,239.0,214.0,27540.0,4036.0,46638.0,6998.0,38.6,3.5,916.0,28.0,123.0,11,1,7903,1,2014
1183,1090.0,384.0,69.0,57450.0,13460.0,110506.0,24791.0,38.0,6.3,475.0,93.0,32.0,11,1,8001,1,2014
1184,1143.0,207.0,112.0,64077.0,8887.0,102188.0,27315.0,36.9,3.9,601.0,87.0,59.0,11,1,8001,2,2014
1185,788.0,231.0,67.0,64334.0,8675.0,167955.0,71672.0,32.8,5.9,317.0,67.0,28.0,11,1,8001,3,2014
1186,1359.0,256.0,121.0,56480.0,9451.0,91212.0,14327.0,38.6,5.3,684.0,92.0,60.0,11,1,8002,1,2014
1187,2326.0,306.0,217.0,58821.0,6043.0,120278.0,20270.0,34.4,1.7,957.0,87.0,92.0,11,1,8002,2,2014
1188,731.0,180.0,72.0,66976.0,10056.0,121429.0,43108.0,36.1,2.4,352.0,78.0,34.0,11,1,8100,1,2014
1189,1538.0,271.0,122.0,65803.0,8497.0,124821.0,16715.0,35.5,6.0,631.0,86.0,58.0,11,1,8100,2,2014
1190,946.0,209.0,86.0,82123.0,11872.0,124167.0,65867.0,31.0,6.1,523.0,93.0,44.0,11,1,8100,3,2014
1191,628.0,125.0,71.0,81902.0,11624.0,101250.0,7686.0,45.8,11.3,416.0,75.0,45.0,11,1,8200,1,2014
1192,2425.0,339.0,242.0,66589.0,14455.0,94207.0,11487.0,27.3,1.4,1163.0,76.0,96.0,11,1,8200,2,2014
1193,1096.0,209.0,111.0,69324.0,10111.0,144000.0,32494.0,34.9,4.0,502.0,66.0,50.0,11,1,8301,1,2014
1194,1395.0,275.0,122.0,67632.0,13695.0,129659.0,52496.0,30.4,2.1,589.0,72.0,55.0,11,1,8301,2,2014
1195,2392.0,170.0,335.0,57161.0,4792.0,110250.0,12838.0,31.8,1.7,1026.0,32.0,143.0,11,1,8302,1,2014
1196,1005.0,281.0,80.0,52890.0,9389.0,96016.0,11859.0,39.2,6.8,484.0,79.0,41.0,11,1,8402,1,2014
1197,1006.0,202.0,90.0,48568.0,7279.0,62426.0,24294.0,43.6,7.4,710.0,90.0,64.0,11,1,8402,2,2014
1198,1480.0,240.0,186.0,42321.0,6235.0,107662.0,6374.0,32.2,1.1,617.0,50.0,84.0,11,1,8410,1,2014
1199,1210.0,269.0,149.0,49775.0,13938.0,76875.0,24411.0,36.7,7.0,536.0,78.0,66.0,11,1,8701,1,2014
1200,1149.0,333.0,124.0,28004.0,6569.0,54762.0,12383.0,39.0,8.4,462.0,70.0,59.0,11,1,8701,2,2014
1201,1138.0,218.0,123.0,25969.0,5362.0,65000.0,18045.0,33.5,2.5,484.0,65.0,57.0,11,1,8702,1,2014
1202,623.0,142.0,68.0,35084.0,9578.0,29276.0,24624.0,45.8,6.9,353.0,57.0,38.0,11,1,8702,2,2014
1203,531.0,188.0,44.0,31472.0,8223.0,59602.0,15465.0,41.5,9.5,305.0,85.0,25.0,11,1,8802,1,2014
1204,1342.0,374.0,103.0,22736.0,5809.0,30234.0,21013.0,35.6,5.4,710.0,100.0,56.0,11,1,8802,2,2014
1205,1326.0,318.0,113.0,31986.0,7086.0,67132.0,27437.0,36.6,5.0,498.0,86.0,45.0,11,1,8802,3,2014
1206,1357.0,316.0,99.0,29088.0,11218.0,42969.0,35318.0,43.7,7.2,570.0,95.0,43.0,11,1,8802,4,2014
1207,1931.0,382.0,249.0,11653.0,3186.0,15313.0,13902.0,24.1,4.0,655.0,32.0,68.0,11,1,8803,1,2014
1208,1042.0,354.0,78.0,26010.0,10074.0,52208.0,10628.0,32.7,10.7,577.0,101.0,38.0,11,1,8804,1,2014
1209,1634.0,350.0,104.0,20423.0,4681.0,26660.0,14811.0,40.5,2.4,881.0,106.0,58.0,11,1,8804,2,2014
1210,2085.0,357.0,117.0,26216.0,6393.0,41875.0,21245.0,41.3,8.0,1045.0,121.0,64.0,11,1,8903,1,2014
1211,1280.0,471.0,63.0,12369.0,3208.0,24482.0,5784.0,28.3,6.6,575.0,120.0,30.0,11,1,8903,2,2014
1212,2097.0,325.0,139.0,21275.0,3855.0,30417.0,9845.0,40.3,6.7,1285.0,112.0,91.0,11,1,8904,1,2014
1213,1036.0,340.0,71.0,23612.0,5451.0,33938.0,21038.0,42.3,3.7,619.0,113.0,46.0,11,1,8904,2,2014
1214,1500.0,314.0,103.0,35195.0,6226.0,22147.0,23223.0,51.9,13.6,927.0,94.0,72.0,11,1,9000,1,2014
1215,1479.0,278.0,119.0,30060.0,5128.0,38047.0,18586.0,55.6,3.9,910.0,86.0,81.0,11,1,9000,2,2014
1216,1003.0,363.0,68.0,24810.0,7717.0,57237.0,12812.0,27.7,4.8,418.0,79.0,33.0,11,1,9102,1,2014
1217,1965.0,394.0,157.0,27377.0,6293.0,44766.0,15355.0,35.5,4.1,938.0,106.0,75.0,11,1,9102,2,2014
1218,2285.0,466.0,141.0,14856.0,3869.0,30156.0,15252.0,22.7,5.9,673.0,92.0,52.0,11,1,9102,3,2014
1219,1877.0,239.0,244.0,33502.0,7510.0,52279.0,8631.0,33.1,2.9,708.0,31.0,79.0,11,1,9201,1,2014
1220,1178.0,432.0,76.0,24283.0,6601.0,47782.0,48796.0,30.5,11.8,367.0,100.0,25.0,11,1,9203,1,2014
1221,1594.0,529.0,107.0,44314.0,12395.0,88000.0,33737.0,28.5,6.7,926.0,98.0,61.0,11,1,9203,2,2014
1222,861.0,202.0,75.0,26251.0,6400.0,50000.0,7902.0,37.5,4.5,489.0,81.0,40.0,11,1,9204,1,2014
1223,2102.0,402.0,129.0,12466.0,2274.0,14714.0,6996.0,30.5,3.4,994.0,87.0,72.0,11,1,9204,2,2014
1224,671.0,180.0,44.0,39437.0,9299.0,75833.0,19328.0,51.0,9.7,252.0,68.0,19.0,11,1,9301,1,2014
1225,894.0,243.0,90.0,43319.0,10168.0,78333.0,41106.0,41.6,9.3,316.0,78.0,28.0,11,1,9301,2,2014
1226,811.0,325.0,49.0,31764.0,9588.0,78125.0,47057.0,41.6,12.9,347.0,104.0,22.0,11,1,9301,3,2014
1227,981.0,315.0,64.0,38862.0,13096.0,62396.0,27535.0,33.3,2.3,299.0,68.0,24.0,11,1,9301,4,2014
1228,1025.0,138.0,148.0,37997.0,5753.0,63375.0,7649.0,38.7,6.4,512.0,41.0,68.0,11,1,9302,1,2014
1229,626.0,249.0,55.0,36578.0,6890.0,64722.0,23029.0,45.7,14.7,258.0,70.0,26.0,11,1,9400,1,2014
1230,1364.0,465.0,78.0,44882.0,24645.0,71250.0,62539.0,37.8,16.4,681.0,112.0,46.0,11,1,9400,2,2014
1231,1704.0,403.0,126.0,24309.0,5621.0,66285.0,16607.0,40.7,11.0,524.0,104.0,41.0,11,1,9400,3,2014
1232,814.0,239.0,61.0,43633.0,13328.0,93250.0,7523.0,48.8,3.8,355.0,66.0,33.0,11,1,9400,4,2014
1233,2574.0,555.0,141.0,17538.0,3471.0,46875.0,9340.0,29.8,1.3,806.0,120.0,56.0,11,1,9501,1,2014
1234,989.0,431.0,46.0,14635.0,5847.0,39688.0,21461.0,26.2,2.4,419.0,103.0,25.0,11,1,9501,2,2014
1235,3420.0,438.0,468.0,13004.0,3139.0,40250.0,17639.0,20.6,0.6,736.0,109.0,55.0,11,1,9501,3,2014
1236,1625.0,269.0,128.0,34176.0,5608.0,88158.0,12620.0,46.8,9.9,639.0,90.0,59.0,11,1,9503,1,2014
1237,793.0,268.0,74.0,27807.0,8159.0,77500.0,37416.0,50.4,14.6,284.0,81.0,24.0,11,1,9503,2,2014
1238,844.0,238.0,60.0,30387.0,7897.0,75972.0,21761.0,35.9,11.2,364.0,75.0,27.0,11,1,9503,3,2014
1239,1555.0,311.0,105.0,43817.0,13727.0,61310.0,23120.0,41.7,1.4,966.0,105.0,70.0,11,1,9504,1,2014
1240,1515.0,362.0,141.0,29254.0,4499.0,73214.0,11361.0,57.6,6.5,452.0,100.0,40.0,11,1,9504,2,2014
1241,918.0,350.0,43.0,30496.0,11452.0,72652.0,17650.0,48.3,15.6,386.0,95.0,23.0,11,1,9505,1,2014
1242,928.0,236.0,70.0,40019.0,9475.0,71181.0,48886.0,57.0,9.4,409.0,83.0,32.0,11,1,9505,2,2014
1243,954.0,363.0,60.0,26055.0,6360.0,59716.0,31146.0,34.7,14.4,385.0,92.0,26.0,11,1,9505,3,2014
1244,1623.0,193.0,175.0,30070.0,4389.0,53789.0,7161.0,47.1,7.9,629.0,17.0,83.0,11,1,9507,1,2014
1245,1016.0,303.0,74.0,33233.0,10136.0,48659.0,11843.0,34.6,3.7,578.0,110.0,45.0,11,1,9508,1,2014
1246,1241.0,375.0,101.0,31178.0,7937.0,65417.0,18988.0,41.6,11.6,607.0,112.0,52.0,11,1,9508,2,2014
1247,1427.0,426.0,76.0,29223.0,7605.0,65813.0,14606.0,35.0,10.0,561.0,113.0,36.0,11,1,9508,3,2014
1248,1732.0,450.0,80.0,29153.0,5925.0,85048.0,21111.0,35.8,11.5,578.0,90.0,36.0,11,1,9509,1,2014
1249,833.0,411.0,75.0,29714.0,9154.0,68172.0,12259.0,40.9,25.5,413.0,102.0,41.0,11,1,9509,2,2014
1250,752.0,267.0,61.0,38431.0,10724.0,56000.0,17529.0,32.7,22.3,387.0,94.0,32.0,11,1,9509,3,2014
