ACSSF,2011m5,dc,000,0062,0000189,205,173,217,95,95,95,95,95,95,95,95,95,95,95,64,95,22,17,192,186,95,13,95,95,95,95,95,9,95,10,57,95,51,10,57,161,100,94,94,95,95,95,95,95,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,38,26,95,95,95,95,95,95,95,95,95,95,95,95,26,95,95,95,26,95,95,95,95,95,95,26,95,95,95,95,95,95,95,95,95,234,86,74,95,95,95,29,26,95,65,74,89,83,76,63,104,85,21539,28550,.,.,2100,.,.,.,29168,213774,45973055,21539,22609,20366,26622,61237,121984,112026,382355,47666,49948,76226,51950,57158,61091,136274,,,,,,,,,,,,,,,,19502,21582,,52152,17590,.,6585,,22719,23945,92836861,91001890,,11600148,6871100,.,3049866,,90403398,6679505
ACSSF,2011m5,dc,000,0062,0000190,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529,518,1886,.,1878,.,,1289,523,1682,2216351,1794032,591463,.,758287,.,,56020,1721230,284782
ACSSF,2011m5,dc,000,0062,0000191,98,102,55,95,95,95,95,95,95,95,95,95,95,95,95,22,95,46,61,100,95,95,95,95,28,22,95,95,95,95,19,38,29,12,56,66,39,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,95,34,34,95,95,95,95,95,95,95,95,95,95,95,95,95,12,23,19,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,114,88,21,12,19,51,45,95,28,55,12,78,51,76,70,65,62,24481,22691,.,.,266739,.,.,.,23278,334638,23018492,24481,43128,36680,75669,32112,116519,116519,.,30685,28035,30676,45615,45089,113706,51086,23018492,16371825,12944867,10503648,9656242,10020514,10020514,.,20693623,16971192,15276866,6300906,14306497,14240702,1756049,12174,13237,13556,.,19910,.,,15882,13253,56486,53719587,54289811,3132983,.,4425961,.,.,2330772,53593539,7479216
ACSSF,2011m5,dc,000,0062,0000192,155,157,103,95,95,95,19,95,95,95,95,95,13,95,21,27,95,58,81,128,95,95,50,95,95,95,95,95,95,95,22,43,42,39,82,86,85,47,43,95,95,95,95,95,95,31,95,95,95,95,27,95,95,95,18,21,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,21,73,74,95,95,95,95,95,95,95,95,95,95,95,18,95,95,68,17,18,95,95,95,95,95,95,95,95,95,95,95,95,95,95,18,95,234,63,25,97,31,41,72,40,97,62,104,69,71,99,76,46,84,18738,21551,17005,.,21633,.,.,.,24494,29643,21946432,18738,29634,10485,12501,7365,30363,30363,.,10138,5477,4437,75721,28692,23288,305884,,,,,,,,,,,,,,,,9355,10607,16003,39603,20619,,21175,,11009,15510,55374443,54305612,2567414,3249759,7485340,,7658133,,54168853,10203849
ACSSF,2011m5,dc,000,0062,0000193,55,59,40,95,95,95,95,95,95,95,95,95,95,16,95,95,16,95,35,50,95,95,95,95,95,95,14,95,95,14,9,95,25,21,42,46,16,10,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,15,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,73,23,11,6,6,16,11,48,5,9,40,31,95,15,95,95,42,6964,21120,.,.,16612,.,.,.,35199,3053,13360842,6964,62357,14241,14241,.,.,.,.,20798,6296,15619,15466,281957,.,37039,,,,,,,,,,,,,,,,16056,17712,7767,.,12473,.,.,,19640,26558,26620560,26840119,419355,.,2511651,.,.,,25891414,17370420
ACSSF,2011m5,dc,000,0062,0000194,112,110,54,95,95,95,95,95,95,95,95,95,95,30,95,95,37,20,95,107,95,95,95,19,95,27,95,95,95,95,95,95,56,67,12,53,23,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,23,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,23,23,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,133,80,31,48,34,67,95,44,47,36,87,100,133,110,69,63,48,12783,11952,.,.,37590,.,.,124296,12074,81548,20353780,12783,12337,23248,25630,.,63900,80609,.,19875,22323,18812,30512,60564,60564,.,,,,,,,,,,,,,,,,13047,14259,40932,,43440,.,.,22828,15808,10824,43204852,44397746,3298304,,7156639,.,.,3314763,43909720,8768919
ACSSF,2011m5,dc,000,0062,0000195,104,100,54,95,95,95,95,95,95,95,95,95,95,95,95,95,29,40,60,96,95,95,95,95,95,95,95,28,95,95,22,23,18,25,66,66,25,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,25,25,95,95,95,95,95,95,95,95,95,15,95,20,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,131,21,95,37,17,17,66,57,52,42,52,71,69,67,42,66,37,18593,24426,48487,.,77966,.,.,60412,27354,40687,22207552,18593,12707,34225,46082,30185,26218,41624,.,35536,14283,13645,183523,6751,6751,.,,,,,,,,,,,,,,,,12510,15798,23022,,34144,.,,39812,16448,26210,43997375,43094004,3876763,,8056902,.,,6590386,42888476,7503890
ACSSF,2011m5,dc,000,0062,0000196,123,120,65,95,95,95,95,95,95,95,95,95,95,47,95,95,19,39,58,115,95,95,95,95,95,95,95,95,39,95,61,24,31,49,40,67,54,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,54,49,95,95,95,95,95,95,95,95,95,95,95,20,26,95,95,36,22,95,95,95,95,95,95,95,95,95,95,95,22,95,95,95,95,159,95,35,33,23,95,16,24,72,57,75,44,80,68,40,54,58,5855,13620,16600,.,57829,.,.,.,14271,48122,24147728,5855,22240,27922,16655,88709,85925,85925,.,15243,22617,15874,81787,9660,9660,.,,,,,,,,,,,,,,,,15117,15880,49549,.,15284,,,24077,16525,12391,56467007,60154911,15512175,.,5669913,,,4856852,60469846,2683187
ACSSF,2011m5,dc,000,0062,0000197,174,174,76,95,95,95,95,95,40,95,23,95,25,95,31,95,30,52,18,161,95,95,95,95,34,72,64,95,33,21,45,36,26,79,28,60,53,21,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,21,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,21,51,45,95,95,95,95,95,95,95,9,95,95,41,95,95,95,95,15,40,95,95,95,95,95,95,95,95,95,95,95,29,95,27,95,95,215,50,31,39,44,25,80,57,116,54,97,85,166,100,89,75,119,7935,10913,10811,.,94754,.,.,.,12346,22865,45948272,7935,31206,17538,6772,52845,193965,193965,.,13825,19294,29364,37409,34261,36397,.,,,,,,,,,,,,,,,,15374,17373,7733,.,31058,.,,7054,18010,11590,58560041,61001678,4500306,.,16910814,.,,4551080,62266679,8341766
ACSSF,2011m5,dc,000,0062,0000198,155,148,39,95,95,95,95,95,32,95,95,95,95,95,95,95,95,95,22,153,95,95,95,95,95,95,95,19,95,95,57,49,101,25,113,19,36,23,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,23,95,95,95,95,95,95,95,95,95,95,95,95,95,23,95,95,28,21,95,95,95,95,95,95,95,95,95,21,95,95,95,95,95,95,17,95,95,95,95,95,95,17,95,95,95,95,95,95,95,95,95,156,93,36,66,55,36,34,33,37,122,114,140,100,146,86,97,29,4832,6298,189871,.,69539,.,47448,57045,7595,55170,23328109,4832,29953,17231,21664,51690,29410,29410,.,7145,6784,8474,24995,38643,38643,.,23328109,20580064,14090255,13197977,6393286,14890281,14890281,.,16359447,13955796,13213399,3959074,12980299,12980299,.,5250,4930,16082,,18519,.,8332,27010,4821,15182,25316146,21519813,3617794,,16280189,.,8760870,2728773,23156189,16923970
ACSSF,2011m5,dc,000,0062,0000199,210,192,88,95,95,95,95,95,95,95,95,95,95,95,76,37,59,38,79,186,34,26,95,95,95,95,95,28,95,30,21,24,44,91,103,118,119,74,74,95,95,95,95,95,95,95,95,95,95,56,95,22,95,33,29,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,52,95,95,41,95,95,95,95,95,95,95,18,95,95,95,35,95,88,95,95,95,95,95,95,95,95,95,95,95,95,77,95,95,46,221,129,74,42,19,96,70,95,95,41,105,72,93,107,97,56,66,14494,18069,38715,.,23062,.,.,.,17941,.,29223550,14494,39856,26419,37298,96583,144409,144409,.,12553,17106,14820,38279,31300,31300,.,29223550,15580613,10742899,8197004,6740443,10277203,10277203,.,24600161,24816162,21045678,12089122,2302098,2302098,.,15168,17469,27504,.,18621,.,25105,3938,15380,112954,105555624,105940944,7698510,.,10206075,.,11862438,486687,83524079,57335306
ACSSF,2011m5,dc,000,0062,0000200,91,85,65,95,95,95,95,18,95,95,95,95,95,13,16,19,13,26,48,71,29,95,95,18,95,95,95,95,95,13,95,25,95,46,46,44,45,15,15,95,95,95,95,95,95,95,95,95,95,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,45,33,95,95,95,95,95,15,95,95,95,95,95,95,95,95,16,27,23,95,95,95,95,95,95,95,95,95,95,95,95,20,95,95,11,113,66,95,45,21,95,58,26,60,74,39,86,45,45,35,32,56,16889,15326,63517,.,.,.,.,11577,49840,28968,22870663,16889,54492,38999,29306,261644,208585,.,.,11887,20559,20024,39256,22186,57118,.,,,,,,,,,,,,,,,,12178,13247,7617,.,37615,.,,12470,14696,30850,30430643,32516415,7903381,.,6475245,.,,2740941,32722970,9001812
ACSSF,2011m5,dc,000,0062,0000201,107,103,73,95,95,95,95,95,95,95,95,95,95,95,95,24,95,22,78,91,23,95,95,95,95,9,95,95,95,95,15,23,34,30,47,98,38,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,15,36,27,95,95,95,95,95,95,95,95,95,95,95,95,95,95,14,23,24,95,95,95,95,95,95,95,95,95,95,95,95,21,95,12,95,89,38,95,56,95,95,95,15,95,15,14,29,21,48,61,95,46,28184,28184,.,.,.,.,.,.,28131,.,28692733,28184,57186,55911,224769,77445,106133,118388,.,45106,63088,167183,88703,.,.,.,,,,,,,,,,,,,,,,9507,11473,6577,.,27039,.,19170,1917,12512,28982,69999789,70023171,3593991,.,12770883,.,1534681,108380,67455091,10738641
ACSSF,2011m5,dc,000,0062,0000202,79,77,61,95,95,95,95,95,95,95,95,95,95,95,10,22,95,41,53,80,95,95,95,95,95,95,95,55,95,9,11,17,35,21,31,38,35,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,35,22,95,95,95,95,95,95,95,95,95,95,22,95,95,95,95,95,29,95,95,95,95,95,95,17,95,95,95,95,95,95,95,14,18,73,30,95,15,95,17,17,95,95,95,18,19,18,23,20,27,44,70154,75650,.,.,.,.,.,.,66816,.,28596193,70154,94656,115068,.,130740,.,.,.,57250,44060,84487,68215,39826,118328,.,,,,,,,,,,,,,,,,18504,19761,19623,.,,.,,,20900,24162,37745876,37940410,1731891,.,,.,.,,38543661,5445700
ACSSF,2011m5,dc,000,0062,0000203,151,156,102,95,95,95,95,95,95,95,95,24,95,95,50,25,64,66,102,154,95,32,95,95,95,95,95,22,95,57,74,44,55,64,96,93,103,42,36,95,95,95,95,95,95,95,95,95,95,95,95,95,95,26,26,21,21,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,101,71,95,95,95,95,95,95,95,95,95,61,23,95,20,95,95,22,81,95,95,32,22,95,95,95,95,28,21,95,31,23,37,20,30,146,75,26,36,50,95,95,25,44,25,45,83,83,31,83,83,69,24674,23616,236955,.,177096,.,.,.,23616,.,26932670,24674,150081,84846,158028,113106,49799,49799,.,19974,20225,73618,48125,96887,96887,.,26932670,19825619,16261594,14518022,8678600,12862157,12862157,.,21989242,20331137,17268851,12075749,8498385,8498385,.,7608,8522,41999,,23808,.,,21927,8953,20839,57075382,58750864,10945779,,16063459,.,,8619499,57793334,7870966
ACSSF,2011m5,dc,000,0062,0000204,158,163,92,95,95,95,95,95,95,95,95,95,95,95,89,95,95,25,14,134,95,95,95,95,95,95,95,95,95,21,21,95,66,32,78,65,94,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,100,95,95,95,95,95,95,95,95,95,95,95,95,95,95,100,95,49,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,49,95,95,95,95,95,95,95,95,95,95,95,95,42,95,23,95,247,118,53,95,41,86,95,66,47,24,84,71,94,83,63,44,50,11299,23340,103594,.,78378,.,.,.,25957,.,21047300,11299,17818,20732,28158,88576,39159,39159,.,16773,14511,20431,39133,68228,68228,.,,,,,,,,,,,,,,,,11378,15398,19295,.,10931,.,,,16554,13530,35441799,37795075,17763660,.,11164139,.,,,38026248,7238444
ACSSF,2011m5,dc,000,0062,0000205,136,129,65,95,95,95,95,95,95,95,95,95,14,95,35,43,20,46,59,116,95,95,95,14,95,95,95,95,95,95,21,21,81,45,52,85,76,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,76,48,15,95,32,95,95,95,95,95,95,19,95,22,95,95,95,21,65,95,95,38,95,95,95,95,12,10,95,14,12,18,22,27,27,134,60,28,18,18,34,20,39,9,62,39,31,69,60,34,57,41,30800,30577,43915,.,87899,.,.,.,28091,188936,26036886,30800,30866,57243,108726,56544,89154,89154,.,25464,13823,55344,6150,92594,78631,.,,,,,,,,,,,,,,,,11624,13716,27630,.,34051,.,.,32404,14774,10705,60349487,59417794,9219526,.,10492336,.,.,10285603,58433913,6571987
