ACSSF,2012m5,dc,000,0003,0000188,35,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,35,18,18,18,18,18,18,18,18,18,35,18,18,18,18,589,274,125,61,49,56,26,89,51,90,128,102,95,81,71,31,425,187,60,18,42,26,221,100,118,142,96,114,100,41,49,187,159,18,18,73,18,18,18,18,34,81,18,18,18,24,18,78,18,18,18,18,18,18,27,55,18,36,18,29,18,18,3.1,4.8,6.2,3.0,4.4,6.6,32.6,.,.,19.1,38.5,0.3,2.1,17.6,4.7,.,.,.,12.3,18.3,.,.,.,.,3.1,4.4,6.4,5.4,5.9,24.0,604
ACSSF,2012m5,dc,000,0003,0000189,134,84,13,13,13,13,35,30,13,13,13,13,71,13,13,13,88,13,13,13,13,74,24,13,13,13,13,13,13,13,13,545,351,13,13,13,13,295,192,13,13,13,13,13,13,13,13,304,13,13,13,13,297,184,22,13,13,13,13,13,13,13,105,59,13,13,13,13,45,22,13,13,13,13,13,13,13,13,81,13,13,13,13,53,21,13,13,13,73,13,13,13,13,0.2,0.3,0.2,0.2,0.3,0.2,0.6,1.6,0.6,.,.,.,0.4,0.7,0.5,.,.,.,13.6,.,.,20.5,79.8,0.6,0.2,0.3,0.2,0.9,0.7,43.6,535
ACSSF,2012m5,dc,000,0003,0000190,88,41,16,13,23,13,13,31,2,13,13,13,13,13,13,13,68,13,13,13,22,31,28,13,13,19,13,31,13,13,13,610,270,55,23,33,29,69,217,198,65,85,98,63,74,35,53,477,58,39,23,22,132,412,125,63,70,88,80,49,14,46,69,58,13,13,6,13,11,22,15,16,41,13,19,10,13,13,53,13,23,13,13,13,23,30,13,13,23,13,15,13,13,2.5,5.5,3.8,4.0,6.2,5.1,2.2,3.1,3.4,25.9,.,.,15.3,13.9,8.0,.,.,.,32.6,.,32.6,7.4,25.0,28.3,3.7,6.1,5.1,13.8,12.8,13.8,591
ACSSF,2012m5,dc,000,0003,0000191,70,35,21,18,18,18,18,18,18,18,18,26,18,18,18,18,60,29,18,18,18,18,18,22,18,27,18,18,18,18,18,543,409,58,68,31,79,21,239,342,73,126,107,65,57,59,18,337,105,20,89,58,18,237,146,90,122,117,72,58,45,54,211,100,64,18,15,17,18,18,18,18,19,18,18,59,18,18,135,29,18,18,18,14,18,52,66,35,32,85,43,18,18,2.4,5.4,1.7,3.3,5.7,2.8,9.7,.,13.4,16.2,19.9,86.5,6.4,15.2,19.4,.,.,.,9.1,0.2,25.4,26.8,98.5,10.1,3.8,5.7,3.3,9.2,13.5,22.5,559
ACSSF,2012m5,dc,000,0003,0000192,31,19,13,13,7,13,13,13,13,13,13,7,13,13,12,13,14,13,13,13,13,13,13,13,6,13,13,13,13,13,13,164,104,13,36,35,22,13,13,38,48,40,35,41,26,43,12,100,40,13,32,23,13,12,28,20,37,45,41,31,16,17,148,61,13,13,22,13,13,13,13,13,35,13,13,26,9,13,96,13,34,21,26,13,13,13,13,33,5,23,15,6,13,3.2,3.8,6.9,4.0,3.5,5.0,12.9,42.7,7.8,.,.,.,7.5,10.9,13.5,.,.,.,.,.,.,51.9,51.1,21.9,4.8,5.9,7.4,7.9,39.4,48.4,143
ACSSF,2012m5,dc,000,0003,0000193,59,46,13,13,13,13,13,52,13,31,13,13,13,13,13,13,34,13,13,20,13,13,13,13,13,13,13,27,13,13,13,272,195,13,13,13,13,28,113,92,130,54,56,51,42,32,13,229,13,30,13,13,59,144,110,81,105,52,36,42,50,13,240,113,53,13,13,13,13,13,50,31,43,13,26,13,13,13,154,45,42,13,13,13,4,76,13,65,13,27,13,13,13,1.4,4.6,1.4,1.3,3.8,1.7,25.9,24.9,91.1,28.1,30.3,81.3,6.7,.,6.5,.,.,.,.,.,.,21.8,19.7,93.6,1.3,4.0,1.7,5.7,9.1,16.3,313
ACSSF,2012m5,dc,000,0003,0000194,64,48,14,13,13,13,13,34,13,13,13,9,28,13,13,13,34,13,13,13,13,13,23,13,16,13,19,13,13,13,13,236,115,32,32,26,21,13,42,62,68,47,65,63,41,42,21,206,32,29,20,28,13,66,78,160,44,55,54,46,27,22,91,57,13,18,13,13,13,34,19,13,32,13,18,13,13,13,62,15,17,13,13,13,13,20,15,20,13,28,13,14,13,3.5,6.1,3.3,6.0,6.9,1.7,10.6,42.2,6.1,.,.,.,10.7,42.8,9.0,.,.,.,5.1,6.2,4.8,31.4,61.2,24.3,6.0,6.2,1.5,9.7,17.0,19.7,211
ACSSF,2012m5,dc,000,0003,0000195,101,80,30,13,13,13,13,13,13,52,38,13,13,13,13,13,43,27,13,13,13,13,31,15,13,13,13,13,13,13,13,379,223,57,47,69,38,13,48,49,50,80,93,84,61,53,48,240,27,45,55,45,21,54,90,107,75,76,107,85,77,110,139,61,13,18,13,13,13,13,13,13,19,52,13,9,13,13,114,13,13,21,13,13,82,61,22,13,13,13,30,7,15,3.7,3.1,6.8,4.4,3.2,8.1,12.2,30.4,9.4,.,.,.,31.1,18.7,21.7,.,.,.,0.9,.,.,14.4,4.2,26.4,3.1,3.1,4.5,4.8,17.3,4.7,450
ACSSF,2012m5,dc,000,0003,0000196,250,158,21,37,36,37,13,13,13,34,13,13,50,13,13,13,100,26,13,39,13,13,24,13,29,36,13,13,13,13,13,307,215,25,13,13,13,13,53,50,138,84,96,50,100,64,27,224,30,13,13,13,13,84,157,88,120,76,104,79,115,46,119,105,13,13,13,13,13,13,26,23,13,78,45,16,13,13,86,13,13,13,13,13,13,13,40,48,16,17,29,32,13,4.9,5.0,3.3,3.4,2.7,8.6,10.1,56.5,9.2,.,.,.,8.5,29.6,12.0,.,.,.,.,.,.,3.8,0.4,13.3,3.4,2.3,9.5,10.5,13.6,26.1,350
ACSSF,2012m5,dc,000,0003,0000197,60,45,33,13,13,13,13,13,13,13,31,13,13,13,13,13,37,13,13,13,13,13,13,25,13,27,13,13,13,13,13,312,224,41,13,13,13,13,128,152,108,33,51,58,46,87,26,249,37,13,30,13,13,99,203,65,93,52,57,47,35,28,245,98,13,13,13,13,13,13,78,26,13,22,13,13,13,13,180,13,13,13,13,13,98,113,73,35,13,13,21,21,13,2.1,1.9,2.9,1.4,1.6,4.8,8.2,8.3,43.1,.,.,.,13.9,.,13.9,.,.,.,6.6,.,7.5,22.3,67.0,24.6,2.7,1.6,5.6,2.7,8.1,3.5,256
ACSSF,2012m5,dc,000,0003,0000198,232,100,43,18,18,30,17,18,72,18,18,18,18,18,18,18,139,86,35,18,18,12,18,57,17,18,18,18,18,18,18,623,363,80,87,103,34,44,207,75,68,123,133,136,82,75,37,401,54,64,51,81,209,111,78,105,122,126,123,114,119,76,250,183,18,18,18,43,18,168,18,22,93,47,30,16,18,18,178,18,18,18,18,14,164,25,20,72,27,33,18,18,21,4.1,6.4,6.6,4.2,4.7,5.3,14.9,12.2,2.5,.,.,.,2.5,47.7,3.3,.,.,.,1.8,0.2,6.0,21.4,20.6,7.0,3.8,4.3,5.6,18.8,21.6,24.2,687
ACSSF,2012m5,dc,000,0003,0000199,113,62,13,13,13,13,13,21,43,52,13,13,13,13,13,13,65,13,30,15,13,13,13,47,12,13,20,13,13,13,13,238,129,32,44,26,26,13,64,46,41,53,61,74,56,35,22,178,67,26,46,13,27,22,73,19,63,43,52,63,38,22,68,30,13,13,13,13,13,13,20,13,23,13,13,13,13,13,60,13,13,13,13,13,13,27,25,24,13,13,13,16,41,3.8,6.3,3.7,1.7,2.7,2.0,34.1,87.3,20.1,.,.,.,17.1,.,17.1,.,.,.,.,.,.,4.3,11.7,21.1,1.8,2.4,2.2,16.6,11.4,31.6,250
ACSSF,2012m5,dc,000,0003,0000200,88,34,18,24,14,16,18,18,18,18,18,18,10,18,18,18,73,18,15,18,45,41,16,18,18,18,18,18,18,18,18,726,415,78,36,49,45,303,200,51,28,50,74,76,77,56,56,424,48,36,60,44,374,235,30,33,66,71,71,97,50,45,218,95,18,15,18,18,61,37,18,18,32,32,26,13,18,18,182,18,18,18,18,165,66,18,18,24,23,26,31,13,18,0.5,0.6,0.4,0.6,2.1,0.6,0.8,1.4,0.8,.,.,.,13.0,14.8,29.1,.,.,.,35.6,40.2,33.2,5.6,10.1,1.3,0.7,2.3,0.6,21.0,38.6,21.6,821
ACSSF,2012m5,dc,000,0003,0000201,26,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,13,13,13,15,13,13,13,13,13,17,10,13,13,13,241,127,36,62,17,38,15,21,25,19,49,61,45,31,30,24,149,21,51,54,14,19,16,39,46,57,51,39,39,23,28,134,78,27,30,22,13,13,13,13,11,30,13,13,13,13,13,74,13,37,26,23,13,13,13,17,19,13,18,20,13,13,0.9,1.6,2.1,1.0,2.1,1.7,28.9,33.4,2.4,.,.,.,20.8,6.8,17.2,.,.,.,43.6,15.9,.,41.6,.,41.6,1.2,1.4,2.3,19.7,5.5,39.6,221
ACSSF,2012m5,dc,000,0003,0000202,240,224,126,97,26,18,18,18,18,24,52,39,18,30,18,18,95,18,18,72,18,18,28,18,33,34,18,23,18,18,18,404,335,92,90,59,44,92,155,102,104,87,107,124,87,68,51,294,44,77,88,40,69,189,166,111,84,101,108,87,99,70,137,60,18,28,18,18,18,18,18,18,26,52,18,20,18,18,114,39,32,18,18,19,20,18,27,48,18,18,22,43,16,2.6,5.8,2.5,2.4,5.7,2.3,25.0,22.1,24.3,.,.,.,4.0,14.5,19.8,.,.,.,.,.,.,9.9,1.3,18.9,2.9,7.0,2.2,11.2,9.7,17.8,420
ACSSF,2012m5,dc,000,0003,0000203,48,48,13,13,13,13,13,13,13,13,34,31,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,412,244,36,12,2,13,143,160,51,93,67,63,55,49,41,13,292,18,43,13,13,86,185,83,117,84,68,54,33,48,34,205,107,13,13,13,13,44,36,13,48,13,13,45,13,13,13,136,65,13,13,13,13,13,13,64,13,38,13,13,13,13,2.5,2.6,2.9,2.5,3.7,2.1,7.1,22.6,9.5,.,.,.,18.5,17.3,10.1,.,.,.,.,.,.,12.7,12.7,.,3.0,4.5,2.6,14.6,22.9,0.7,435
