ACSSF,2010e5,dc,000,0009,0000189,260,159
ACSSF,2010e5,dc,000,0009,0000190,310,0
ACSSF,2010e5,dc,000,0009,0000191,326,142
ACSSF,2010e5,dc,000,0009,0000192,321,160
ACSSF,2010e5,dc,000,0009,0000193,103,56
ACSSF,2010e5,dc,000,0009,0000194,215,131
ACSSF,2010e5,dc,000,0009,0000195,269,147
ACSSF,2010e5,dc,000,0009,0000196,349,143
ACSSF,2010e5,dc,000,0009,0000197,251,191
ACSSF,2010e5,dc,000,0009,0000198,155,124
ACSSF,2010e5,dc,000,0009,0000199,365,199
ACSSF,2010e5,dc,000,0009,0000200,229,116
ACSSF,2010e5,dc,000,0009,0000201,601,138
ACSSF,2010e5,dc,000,0009,0000202,199,77
ACSSF,2010e5,dc,000,0009,0000203,493,179
ACSSF,2010e5,dc,000,0009,0000204,166,111
ACSSF,2010e5,dc,000,0009,0000205,326,151
ACSSF,2010e5,dc,000,0009,0000206,272,149
ACSSF,2010e5,dc,000,0009,0000207,263,122
ACSSF,2010e5,dc,000,0009,0000208,431,325
ACSSF,2010e5,dc,000,0009,0000209,273,124
ACSSF,2010e5,dc,000,0009,0000210,262,114
ACSSF,2010e5,dc,000,0009,0000211,400,148
ACSSF,2010e5,dc,000,0009,0000212,301,133
ACSSF,2010e5,dc,000,0009,0000213,161,90
ACSSF,2010e5,dc,000,0009,0000214,209,115
ACSSF,2010e5,dc,000,0009,0000215,278,130
ACSSF,2010e5,dc,000,0009,0000216,263,114
ACSSF,2010e5,dc,000,0009,0000217,155,67
ACSSF,2010e5,dc,000,0009,0000218,143,65
ACSSF,2010e5,dc,000,0009,0000219,218,91
ACSSF,2010e5,dc,000,0009,0000220,343,149
ACSSF,2010e5,dc,000,0009,0000221,269,134
ACSSF,2010e5,dc,000,0009,0000222,203,80
ACSSF,2010e5,dc,000,0009,0000223,175,94
ACSSF,2010e5,dc,000,0009,0000224,202,86
ACSSF,2010e5,dc,000,0009,0000225,114,42
ACSSF,2010e5,dc,000,0009,0000226,240,96
ACSSF,2010e5,dc,000,0009,0000227,145,73
ACSSF,2010e5,dc,000,0009,0000228,292,138
ACSSF,2010e5,dc,000,0009,0000229,180,80
ACSSF,2010e5,dc,000,0009,0000230,289,151
ACSSF,2010e5,dc,000,0009,0000231,299,136
ACSSF,2010e5,dc,000,0009,0000232,194,99
ACSSF,2010e5,dc,000,0009,0000233,242,135
ACSSF,2010e5,dc,000,0009,0000234,266,130
ACSSF,2010e5,dc,000,0009,0000235,230,108
ACSSF,2010e5,dc,000,0009,0000236,182,75
ACSSF,2010e5,dc,000,0009,0000237,277,118
